Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
EVTDESC600101;\n\nWe_have_been_ready_for_war_ever_since_Urquiza_released_his_statement,_declaring_effective_independence_from_the_Argentine_Confederation._Due_to_the_marshy_terrain_of_Southern_Entre_Rios,_we_were_sure_that_General_Urquiza_would_attemp_a_crossing_to_Santa_Fé_first,_which_General_Pascual_Echagüe_was_in_charge_of._Echagüe_left_the_city_of_Santa_Fé_itself_to_prepare_to_meet_Urquiza_after_his_crossing,_but_both_the_cities_of_Santa_Fé_and_Rosário_stabbed_our_government_in_the_back,_declaring_their_allegiance_to_Urquiza._Echagüe_was_forced_to_leave_the_province,_with_his_men_deserting_him_as_he_made_his_way_to_Buenos_Aires,_with_only_300_men_remaining_by_the_time_he_got_to_Rosas._It_is_clear_our_change_to_put_down_this_revolt_is_now_or_never,_lest_we_risk_more_desertions_from_our_men_and_other_provinces...;;;;;;;;;;;;;
EVTDESC46610020;\n\nHaving_clashed_with_the_Argentines_all_throughout_the_Uruguayan_Civil_War,_we_are_now_informed_that_General_José_Justo_de_Urquiza,_Governor_of_the_Entre_Rios_Province_in_the_Argentine_Confederation_has_declared_war_on_Rosas,_with_the_intention_of_deposing_Rosas_from_the_ruling_of_the_Confederation._While_Urquiza_has_once_been_our_enemy,_we_can't_deny_that_supporting_him_would_benefit_us,_considering_that_we_could_arrange_some_concessions_to_disrupt_Argentine_hegemony_over_the_Paraná_and_Uruguay_rivers.;;;;;;;;;;;;;
EVTDESC600104;\n\nWhile_our_government_stabilizes_after_our_victory_at_the_Battle_of_Caseros,_we_recieve_news_that_back_in_Corrientes,_a_revolt_has_granted_Gregorio_Pujol_control_over_the_province._While_we_are_a_bit_unsure_about_Pujol's_loyalty_to_Urquiza's_cause,_he_ultimately_wouldn't_bring_Corrientes_against_the_Argentine_Confederation,_not_to_mention_that_Benjamín_Virasoro—the_old_Governor_of_Corrientes_and_right-hand_man_of_Urquiza—doesn't_seem_to_mind,_considering_his_new_role_in_the_Confederation_besides_Urquiza.;;;;;;;;;;;;;
EVTDESC600103;\n\nDespite_some_initial_setbacks,_Rosas_managed_to_beat_the_traitor_José_Justo_de_Urquiza_and_his_army_of_Unitarian_savages_and_foreign_enemies._The_Ejército_Grande_was_shattered,_with_Brazil_and_Uruguay_suing_for_peace,_leaving_Urquiza_and_his_allies_under_our_mercy._New_governors_are_already_being_appointed_to_the_provinces,_with_Rosas_hoping_that_the_Argentine_Confederation_can_finally_find_some_degree_of_peace_now._While_this_incident_has_been_dealt_with,_we_can't_deny_that_it_brought_into_question_some_matters_regarding_the_Federal_Pact_and_national_organizaiton,_which_Rosas_will_need_to_adress_if_he_wants_to_solidify_his_legacy_as_the_Father_of_the_Argentine_Confederation.;;;;;;;;;;;;;
EVTDESC600102;\n\nWith_their_momentum_from_the_bloodless_takeover_of_Santa_Fé,_Urquiza,_together_with_his_Uruguayan_and_Brazilian_allies,_managed_to_win_the_decisive_Battle_of_Caseros,_leading_Rosas_to_resign_and_flee_the_country,_effectively_exiling_him_to_England._With_this_great_victory,_Urquiza_is_left_as_the_definitive_master_of_the_Argentine_Confederation._Luckily,_the_general_is_already_preparing_the_ground_for_a_new_constitutional_convention,_promoting_the_San_Nicolás_Agreement,_setting_the_bases_for_the_national_organization_of_the_future_Argentine_Constitution._Sadly,_Buenos_Aires_refused_to_ratify_the_pact,_leading_to_Urquiza_to_intervene_in_the_province,_putting_down_any_dissent_for_the_time_being...;;;;;;;;;;;;;
EVTDESC600105;\n\nIt_would_seem_that_Urquiza's_Federal_Intervention_on_Buenos_Aires_wasn't_enough_to_quell_the_Unitarian_sentiment_in_the_city._Urquiza_left_the_city_in_the_8th_of_September_to_preside_over_the_Constitutient_Congress'_sessions,_and_3_days_later,_in_the_11_September,_a_bloodless_coup_by_took_over_Buenos_Aires,_with_the_new_government_in_the_city_preparing_to_act_against_Urquiza!;;;;;;;;;;;;;
EVTDESC600106;\n\nDespite_our_victories_in_the_Litoral,_the_interior_provinces_of_the_Argentine_Confederation_seem_to_be_having_their_fair_share_of_trouble._Sensing_the_Federalist_infighting,_many_Federalist_governors_in_the_interior_were_deposed,_with_one_of_the_more_worrying_examples_being_found_in_the_north,_being_of_the_provinces_of_Tucumán,_Salta_and_Santiago_del_Esterro_which—after_changing_hands_a_couple_of_times—all_ended_up_under_the_control_of_an_Unitarian_alliance_in_the_north,_led_by_Manuel_Taboada._Despite_the_calls_for_help_from_the_Federalist_governor_of_Tucumán—Celedonio_Gutiérrez—against_Manuel_Taboada_and_his_ally_José_María_del_Campo,_Urquiza_wasn't_of_much_use,_leading_to_del_Campo's_takeover_of_Tucumán_and_the_persecution_of_Federalists_in_Tucumán.;;;;;;;;;;;;;
EVTDESC600107;\n\nEven_with_their_overwhelming_influence_over_the_Santiago_del_Esterro_and_its_neighboring_provinces,_the_Northern_Alliance_under_Manuel_Taboada_couldn't_prevent_the_Federalists_of_slowly_retaking,_the_governorship_of_the_Interior_provinces,_as_well_as_the_sympathy_of_the_people_as_the_memories_of_Rosist_rule_fade_and_the_Argentinian_Civil_Wars_come_to_an_end._Taboada's_alliance_has_finally_come_it_is_end,_securing_Federal_rule_over_the_region._That_is_not_to_say_that_his_Liberal_Party_is_dead,_sadly_such_an_Unitarian_tool_can't_hardly_die_as_easily_as_Taboada.;;;;;;;;;;;;;
EVTDESC600108;\n\nThe_Argentine_Constitution_of_$YEAR$_was_promulgated_by_Provisional_Director_José_Justo_de_Urquiza._Being_the_3rd_Argentine_Constitution_of_the_country,_it_would_see_more_success_than_the_1st_and_2nd_constitutions—which_both_were_proposed_by_Buenos_Aires_but_failed_to_gain_support_from_the_other_provinces._The_Constitution_was_based_on_the_Federal_model_and_the_Federal_Party's_ideas,_on_top_of_being_heavily_inspired_by_the_United_States_Constitution_and_the_pioneering_ideas_of_Juan_Bautista_Alberdi._Its_text_granted_high_level_of_independence_to_the_Argentine_provinces,_a_strong_executive_branch_government_and_a_bicameral_national_congress._\n\nLess_than_a_year_after_the_promulgation_of_the_constitution,_Urquiza_would_assume_office_as_the_1st_President_of_the_Argentine_Confederation.;;;;;;;;;;;;;
taboada_alliance;Taboada's Alliance;;;;;;;;;;;;;
unitarian_federal_clashes;Unitarian-Federal Clashes;;;;;;;;;;;;;
EVTDESC600109;\n\nIt_seems_that_the_victory_against_Rosas_was_only_the_first_step_for_the_new_Argentine_Confederation._While_the_armies_of_Buenos_Aires_were_quick_to_be_beaten_and_an_ex-Rosist_mutiny_laid_siege_to_the_city,_allying_with_Urquiza,_such_a_siege_appears_to_have_no_end_in_sight._\n\nWe_were_already_starved_off_of_money_to_play_our_troops,_but_we_hoped_that_the_blockade_of_the_city_would_make_it_fall_soon_enough._Sadly,_such_plans_went_down_the_drain_once_Commander_John_Halstead_Coe_accepted_a_bribe_from_the_Buenos_Aires'_government_in_exchange_for_the_surrender_of_the_navy_in_favor_of_Buenos_Aires._Now,_with_no_prospect_to_ever_finish_the_siege_like_that,_we_are_forced_to_withdraw...;;;;;;;;;;;;;
EVTDESC600110;\n\nAfter_a_prolonged_conflict_with_Rosas,_we_ended_up_in_an_uneasy_stalemate._Urquiza's_coffers_were_running_dry_and—despite_having_the_money_to_fund_his_troops—Rosas's_army_was_under_severe_disadvantage,_due_to_Urquiza's_Brazilian_and_Uruguayan_auxiliaries._On_top_of_that,_with_the_lack_of_reinforcement's_from_the_interior,_Urquiza_had_enough_leverage_to_propose_a_deal:_Rosas_could_keep_the_Confederation,_but_Urquiza_and_his_allies_would_break_off_from_the_Confederation,_forming_the_Independent_State_of_the_Litoral.;;;;;;;;;;;;;
EVTDESC600111;\n\nAfter_a_prolonged_conflict_with_Rosas,_we_ended_up_in_an_uneasy_stalemate._Urquiza's_coffers_were_running_dry_and—despite_having_the_money_to_fund_his_troops—Rosas's_army_was_under_severe_disadvantage,_due_to_Urquiza's_Brazilian_and_Uruguayan_auxiliaries._On_top_of_that,_with_the_lack_of_reinforcement's_from_the_interior,_Urquiza_had_enough_leverage_to_propose_a_deal:_Rosas_could_keep_the_Confederation,_but_Urquiza_and_his_allies_would_break_off_from_the_Confederation,_forming_the_Independent_State_of_the_Litoral.;;;;;;;;;;;;;
EVTDESC600112;\n\nWhile_the_idea_of_a_"Republic"_in_Mesopotamia_isn't_new,_this_is_the_first_time_we_achieve_true_independence_in_the_region,_with_the_last_"Republic_of_Entre_Rios"_being_mostly_a_statement_against_the_Unitarian_government_that_sat_in_Buenos_Aires_at_the_time._While_our_ambition_was_to_overthrow_Rosas,_both_Urquiza_and_his_allies_are_satisfied_with_having_Mesopotamia_under_his_control,_leading_to_the_free_navigation_of_Paraná_and_Uruguay_Rivers._Now,_with_our_independence_accepted_by_Buenos_Aires,_there_is_a_small_debate_about_what_to_call_our_nation:_"Republic_of_Mesopotamia"_or_"Independent_State_of_Litoral"?;;;;;;;;;;;;;
EVTDESC46653;\n\n$FROMCOUNTRY$_are_proposing_a_border_and_navigation_treaty_to_resolve_some_of_our_border_disputes_with_them._It_involves_the_cession_of_the_Paraguayan_Misiones_in_exchange_for_the_recognition_of_Paraguayan_independence,_dropping_all_claims_to_Pilar_and_entering_an_alliance_with_them_against_the_government_in_Buenos_Aires._It_also_gives_Paraguay_rights_to_navigate_through_our_rivers.;;;;;;;;;;;;;
EVTDESC46654;\n\n$FROMCOUNTRY$_accepted_our_proposal!_Our_troops_are_already_withdrawing_from_Missiones_and_a_small_celebration_is_being_held_at_the_new_border_with_$FROMCOUNTRY_ADJ$_government_officials_to_celebrate_the_start_of_a_great_friendship_between_our_two_nations!_\n\nWe_hope_they_can_help_us_dissuade_Argentinian_claims_in_the_Chaco.;;;;;;;;;;;;;
EVTDESC46655;\n\n$FROMCOUNTRY$_rejected_our_proposal!_With_this_potential_ally_rejecting_our_overtures,_we_are_forced_to_further_entrench_our_position_between_our_hostile_neighbors._We_can_only_hope_$FROMCOUNTRY$_isn't_planning_on_attacking_us_instead.;;;;;;;;;;;;;
league_of_the_free_peoples_desc;§RGain 5 infamy§! Between foreign and personal interests, to some degree, Entre Rios independence from the Argentine Confederation was founded on bases of the wish to uphold the ideals of Federalism. To reinforce our place as the bastion of "True Federalism", we could—to some degree—claim to be the true successor to the League of the Free Peoples, the state that—under José Gervasio Artigas—gave birth to the Federalist movement in Argentina. Doing so would put us at odds with our old allies, which now occupy territory which was once part of the League and would also rekindle our hostilities with Buenos Aires, which not only may still claim to be successors to the League, but also hold the Province of Córdoba, which was also part of the League to some degree.;;;;;;;;;;;;;
league_of_the_free_peoples_title;Claim the Mantle of the League of the Free Peoples;;;;;;;;;;;;;
juliana_connection_title;Legacy of the Juliana Republic;;;;;;;;;;;;;
juliana_connection_desc;§RGain 5 infamy§! With the birth of the Uruguayan Federation and the integration of the Gauchos from Rio Grande do Sul, the old ties between Uruguay and the local population have been rekindled. Despite the differences between us and the local population, we faced a lot of sympathetic sentiment in the region, with some like-minded even offering to pull some strings to find support across the northern border, in Santa Catarina, to try and give us a chance to claim the region. Santa Catarina was once occupied by the Rio-grandense Republic during the Ragamuffin War, with the Juliana Republic being established. With support from the Farrapos in Rio Grande do Sul, we could claim the region and shorten our border with Brazil significantly.;;;;;;;;;;;;;
reinvade_paraguay_title;End Paraguay's Independence;;;;;;;;;;;;;
reinvade_paraguay_desc;§RGain 10 infamy§! During the Platine Wars of Independence, Paraguay's fate stood on the edge of a knife. At the start, during the First Junta of Buenos Aires, Manuel Belgrano tried to invade Paraguay to liberate it from Royalist forces. Not only Belgrano in that task but Artigas also tried to incorporate Paraguay in the League of the Free Peoples, an prospect that also found no success. With both failed attempts on the conquest of Paraguay by Platine forces, the country's independence was secured. But now—as we carry the mantle of the League of the Free Peoples—Paraguay stands as the only country—besides us—between Argentina and Brazil. Thus, conquering it would not only avenge Artigas' attempt, but also become a stronger buffer between the two giants that border us.;;;;;;;;;;;;;
become_BAB_CRT_title;The Tower of Babel;La tour de Babel;Der Turm von Babylon;;La Torre de Babel;;;;;;;;;
become_BAB_CRT_desc;Very little progress has been made in the past few thousand years on that greatest of all building projects initiated by our proud ancestors. With Mesopotamia's recent ascent to power and standing in the world, there is some talk... though all talk has been strangely hard to understand lately... of starting the project back up again! With modern technology, who knows what wonders could be accomplished?;Au cours des derniers millénaires, très peu de progrès ont été faits sur le plus grand projet de construction initié par nos illustres ancêtres. Avec la montée en puissance récente et la nouvelle place dans le concert des nation de l'Iraq, on parle - même si récemment, le discourt s'est fait incompréhensible - de relancer le projet ! Avec la technologie moderne, qui sait quelles merveilles pourraient être accomplies ?;Im Laufe der letzten Jahrtausende wurden beim größten aller Bauprojekte, begonnen von unseren stolzen Vorfahren, kaum noch Fortschritte erzielt. Durch den kürzlichen Aufstieg des Iraks zu Macht und Ansehen in der Welt gibt es Gespräche ... die in letzter Zeit merkwürdigerweise nur schwer zu verstehen waren ... das Projekt wieder aufzunehmen! Welche Wunder wohl durch den Einsatz moderner Technologie möglich wären?;;En los últimos milenios apenas se han hecho progresos en el mayor de los proyectos de construcción iniciado por nuestros orgullosos antepasados. ¡Con el reciente ascenso de Irak en el concierto de las naciones, cada vez más voces (aunque cada vez más confusas, también es cierto) hablan de reiniciar el proyecto! Con la tecnología moderna, ¿quién sabe qué maravillas se podrían alcanzar?;;;;;;;;;
EVTDESC600113;\n\nNot_long_after_the_Argentine_Confederation_under_Urquiza_sanctioned_their_new_constitution,_the_newly-independent_State_of_Buenos_Aires_was_sure_to_follow_suit_and_sanction_their_own_constitution._While_the_document_doesn't_outright_declared_independence_from_the_Argentine_Confederation,_it_leaves_clear_that_Buenos_Aires_won't_join_the_Confederation,_unless_it_has_the_right_to_revise_the_Confederation's_Constitution_before_joining.;;;;;;;;;;;;;
EVTDESC800900;\n\nWhile_Federalism_triumphed_over_Unitarism_with_the_readmission_of_Buenos_Aires_into_the_Argentine_Confederation,_that_is_not_to_say_that_Federalism_was_quite_safe._In_the_recent_years,_as_the_Argentine_Confederation_evolves,_the_old_caudillos_that_were_the_heads_of_the_Federalist_Party_are_less_and_less_able_to_gather_power_and_influence,_effectively_changing_the_party's_dynamics_in_the_last_few_years._With_the_declining_power_of_the_caudillos,_the_party_started_to_enjoy_new_factions,_threatening_to_break_away_the_party,_the_most_relevant_of_which_being_the_National_Autonomists,_the_head_of_which_is_Nicolás_Avellaneda,_who_is_not_only_aligned_with_important_figures_like_Alberdi,_but_is_also_a_proponent_of_the_institutional_modernization_of_the_Confederation._Should_Avellaneda_take_over_the_Federalist_party,_he_is_sure_to_let_Federalism_evolve_to_something_better_suited_for_the_years_to_come.;;;;;;;;;;;;;
EVTDESC800901;\n\nDespite_his_involvement_in_the_1830_Sedition,_by_the_1840's,_as_the_liberal_revolutions_ravaged_Europe,_Samuel_Gottfried_Kerst_was_back_in_Germany_to_witness_the_liberal_revolutions_that_swept_across_his_fatherland._There_he_would_become_an_active_player_in_Prussian_politics,_working_for_its_administration_until_it_coming_at_odds_with_Prussia_naval_strategy._After_falling_out_with_the_Prussian_Navy,_Kerst_would_become_member_of_the_Prussian_Parliament_and_then_a_newspaper_editor._\n\nMore_recently,_Kerst_has_published_a_series_of_works_about_German_immigration_to_Brazil_and_the_Rio_grandense_Republic,_promoting_waves_of_German_immigration,_to_Brazil's_detriment.;;;;;;;;;;;;;
oribe_repaying_the_favor_title;Repaying the favor;;;;;;;;;;;;;
oribe_repaying_the_favor_desc;When Rivera—with help from his Anglo-French backers—deposed Oribe, Rosas was the man which not only hosted Oribe in exile, but also went to war to restore Oribe to the Uruguayan presidency. Now, as Oribe sits at the head of the Uruguayan politics once again, Rosas is facing problems back home, with the governor of Entre Rios—José Justo de Urquiza—revolting against him. It is about time we return the favor and help Rosas against this insurgency.;;;;;;;;;;;;;
EVTDESC600114;\n\nWhen_Rivera—with_help_from_his_Anglo-French_backers—deposed_Oribe,_Rosas_was_the_man_which_not_only_hosted_Oribe_in_exile,_but_also_went_to_war_to_restore_Oribe_to_the_Uruguayan_presidency._We_are_not_surprised_to_know_that_now,_as_Urquiza_wages_a_war_against_Rosas,_Manuel_Oribe_has_declared_full_support_to_Rosas,_declaring_war_on_Urquiza_and_his_allies.;;;;;;;;;;;;;
EVTDESC600115;\n\nWhen_Rivera—with_help_from_his_Anglo-French_backers—deposed_Oribe,_Rosas_was_the_man_which_not_only_hosted_Oribe_in_exile,_but_also_went_to_war_to_restore_Oribe_to_the_Uruguayan_presidency._We_are_not_surprised_to_know_that_now,_as_Urquiza_wages_a_war_against_Rosas,_Manuel_Oribe_has_declared_full_support_to_Rosas,_declaring_war_on_Urquiza_and_his_allies.;;;;;;;;;;;;;
EVTDESC600116;\n\nWith_our_triumph_against_the_traitorous_Urquiza,_we_can't_overlook_the_help_Manuel_Oribe_provided_us_by_being_quick_to_declare_war_against_Urquiza._Rosas_can't_help_but_consider_if_a_closer_relationship_with_Oribe's_Uruguay_would_be_in_order,_an_idea_that_was_tossed_around_before,_but_post-ponned_by_Urquiza's_revolt._With_Anglo-French_influence_expelled_from_Uruguay,_no_one_could_oppose_us_if_we_were_to_sign_a_treaty_declaring_Oribe_to_the_governor_of_the_Provincia_Oriental.;;;;;;;;;;;;;
EVTDESC600117;\n\nWith_our_triumph_against_the_traitorous_Urquiza,_Rosas_couldn't_help_but_see_the_value_Oribe_had_been_to_his_Confederation._Naturally,_seeking_to_deepen_their_partnership,_Rosas_proposed_to_Oribe_that_Uruguay_join_the_Argentine_Confederation,_with_him_as_its_provicial_governor,_of_course.;;;;;;;;;;;;;
EVTDESC800902;\n\nMany_of_the_men_who_fought_under_Urquiza_against_Rosas_wanted_one_thing_and_one_thing_only,_a_democratic_constitution_for_the_Argentine_Federation._While_we_have_little_hope_of_implementing_such_a_constitution_on_the_Argentine_Confederation—still_under_Rosas—with_our_independence,_we_can_at_least_let_our_people_bear_fruit_of_such_ideas._With_nothing_in_his_way,_Urquiza_called_for_a_constitutional_congress_in_Santa_Fé,_which_has_just_finished_the_final_draft_of_the_Constitution_of_$COUNTRY$,_following_our_federalist_and_democratic_ideals.;;;;;;;;;;;;;
EVTDESC600118;\n\nDespite_our_allies_planning_to_do_a_naval_invasion_of_Santa_Fé_from_Sacramento,_General_Justo_José_de_Urquiza,_with_the_help_of_his_Uruguayan_and_Brazilian_auxiliaries,_managed_to_beat_Rosas_at_the_Battle_of_Monte_Caseros,_which_prompted_the_Argentine_tyrant_to_flee_from_the_battlefield_to_Buenos_Aires,_where_he_would_disguise_himself_and_embark_on_a_ship_out_of_the_country,_effectively_exiling_himself_and_handing_over_the_country_to_Urquiza.;;;;;;;;;;;;;
EVTDESC600119;\n\nOur_relations_with_our_southern_neighbors_aren't_the_best._Argentina_has_tried—and_failed—to_invade_our_nation_in_the_past_and_they_still_claim_that_we_are_just_a_rebelious_province_of_their_confederation._While_the_current_head_of_the_confederation_Juan_Manuel_de_Rosas_is_set_on_one_day_reconquering_Paraguay,_a_revolt_has_broken_on_the_other_side_of_the_border,_with_the_Province_of_Corrientes_being_currently_controlled_by_Unitarians_that_oppose_his_government._While_they_already_count_with_Uruguayan_support,_giving_them_further_support_would_only_weaken_Rosas_and_maybe_provide_us_with_leverage_to_negotiate_our_independence_with_the_Unitarians_in_the_future.;;;;;;;;;;;;;
rosas_dead;The Death of Rosas;;;;;;;;;;;;;
commission_angelis_constitution_title;Implement Angelis' Constitution;;;;;;;;;;;;;
commission_angelis_constitution_desc;The traitor José Justo de Urquiza once commissioned journalist and historian Pedro de Angelis a constitution. While Urquiza was defeated by our great leader Rosas, the constitutional project went ahead, with the finished 135-long constitution being published in Angelis' journal in Buenos Aires. Rosas—at first—personally wasn't very keen on Angelis and his work, but with time our great leader approached Angelis personally to publish some intellectual projects of his government, creating a bridge between the two men. \n\nWith Rosismo evolving and Rosas' health starting to fade, it may be for the best that—instead of relying on Rosas' son to carry his regime on—we commission Angelis' constitution to be sanctioned as the official constitution of the Argentine Confederation.;;;;;;;;;;;;;
EVTDESC600120;\n\nPrincess_Alice_arrival_in_Buenos_Aires_was_a_celebrated_one._It_was_hard_to_convince_the_English_government_to_let_Alice_be_crowned_Queen_of_Argentina,_but—after_guaranteeing_Alice_would_reign_as_a_constitutional_monarch—the_British_Royal_Family_accepted_letting_Alice_be_our_queen._\n\nJust_like_that,_today,_on_the_year_of_our_Lord_$YEAR$,_Alice_Maud_Mary,_also_known_as_Princess_Alice_of_the_United_Kingdom,_was_crowned_as_Queen_Alice_I,_of_the_Saxe-Coburg-Gotta_dynasty,_first_queen_of_the_Argentine_Monarchy._Long_live_the_Queen!;;;;;;;;;;;;;
EVTDESC600121;\n\nSadly,_for_one_reason_or_another,_the_British_Royal_Family_refused_to_let_Princess_Alice_be_crowned_Alice_I_of_Argentina._While_this_is_quite_a_setback_to_Rosas_monarchical_plans,_maybe,_if_he_is_so_set_on_following_this_path,_the_dictator_could_declare_himself_Protector_of_Argentina_and_Restorer_of_the_Order,_granting_him_the_title_of_king_Juan_Manuel_de_Rosas_I,_the_first_of_the_Rosas_dynasty,_first_king_of_the_Argentine_Monarchy.;;;;;;;;;;;;;
province_of_paraguay_title;Cut Negotiations with Paraguay;;;;;;;;;;;;;
province_of_paraguay_desc;§RGain 10 infamy§! "Relations with the Province of Paraguay, which have been severed for many years, will be definitively restored by the first Legislative Congress that meets after the present Constitution is sworn in." — These are the exact words in Angelis' Constitution. While vague, Angelis confessed—at a later date—to including it as a path to reintegrate Paraguay into the Confederation. Paraguay has long been a great reason of shame and a thorn in our side, with its dictator—Carlos Antonio López—having supported both the Unitarians in Corrientes and the traitors under Urquiza. But—following Angelis draft—we have established negotiations with Asunción which have yet to be fruitful. Maybe it is about time we cut off our relations with Paraguay and end their independence once and for all.;;;;;;;;;;;;;
VNZ_prov_gov_liberal;Interim Government of Colombia;;;;;;;;;;;;;
EVTDESC600122;\n\nWith_out_victory_against_the_secessionists,_the_new_reformist_government_can_declare_itself_the_"Interim_Government_of_Colombia",_with_the_hope_of_soon_reforming_an_unified_Colombia.;;;;;;;;;;;;;
EVTDESC600123;\n\nSadly,_be_it_by_our_idleness_or_our_failure_to_unite_Colombia_by_force,_the_reformist_spirit_that_started_the_reformist_revolt_has_long_since_faded,_leaving_us_to_officially_drop_the_claims_to_an_unified_colombian_state_once_for_the_time_being.;;;;;;;;;;;;;
EVTDESC600124;\n\nThe_French_Blockade,_while_not_enough_to_make_us_kneel_under_its_weight,_surely_hit_our_nation_quite_hard,_so_much_so_that_the_landowners_of_Buenos_Aires_started_to_conspire_with_our_French_and_Unitarian_enemies_to_depose_our_great_leader_from_Buenos_Aires._This_conspiracy_was_able_to_reach_Rosas'_personal_friend,_Manuel_Vincente_Maza,_whose_son_was_chosen_as_son_of_said_conspiracy._As_the_conspirators_were_ready_to_strike,_Rosas_managed_to_arrest_Maza's_son,_which—after_supposedly_trying_to_help_his_son—was_assassinated_in_his_office,_with_his_son_being_executed_in_the_next_day._With_that,_the_revolt_lost_the_support_in_Buenos_Aires_itself,_with_it_being_limited_to_a_small_army_in_the_south_of_Buenos_Aires._The_army_was_meant_to_be_lead_by_Juan_Galo_de_Lavalle,_the_old_Unitarian_governor_of_Buenos_Aires,_but_he_ended_up_being_leading_his_army_into_Entre_Rios,_were_he_found_some_degree_of_success,_leaving_the_revolt_in_Buenos_Aires_to_fight_on_its_own.;;;;;;;;;;;;;
EVTDESC600125;\n\nOnce,_the_interior_was_safely_under_the_rule_of_Facundo_Quironga._But_ever_since_his_death_in_1835,_things_began_to_change._Governors_of_the_interior_provinces_began_to_slowly_be_swayed_to_the_Unitarian_cause,_leading_to_a_small_revolt_by_Domingo_Cullen,_which_was_swiftly_dealt_with_by_governor_Juan_Pablo_López—of_Santa_Fé._Now,_with_the_war_against_Corrientes_waging_on_another_bigger,_more_threatening_revolt,_has_come_to_be,_with_the_governor_of_Tucumán—Marco_Manuel_Avellaneda—rallying_an_coalition_against_Rosas,_joining_forces_with_the_governors_of_Salta,_Jujuy,_Catamarca_and_La_Roja._Rosas_tried_to_prevent_the_uprising_by_seizing_Tucumán's_guns,_but_the_general_he_sent—Gregorio_Aráoz_de_Lamadrid—joined_forces_with_the_coalition—due_to_his_Unitarian_background.;;;;;;;;;;;;;
ARG_prov_gov_liberal;Northern Coalition;;;;;;;;;;;;;
unite_with_argentina_title:Unite with the Argentina;;;;;;;;;;;;;
unite_with_argentina_desc;Our old disputes with the Federalist Party led to our secession from the old Argentine Confederation. With the fall of the Federalist government, the Unitarians took over Argentina, destroying the old confederation and declared the creation of the Argentinian Republic, which closely alligns with our ideals. Perhaps now it's time we finally rejoin Buenos Aires...;;;;;;;;;;;;;
EVTDESC600126;\n\nWhen_Alto_Peru_was_incorporated_in_the_Argentine_Confederation,_it_was_bound_to_have_a_special_status._Since_then,_Argentine_politics_have_slowly_sapped_into_Bolivia,_with_disputes_between_Unitarians_and_Federalists_also_happening_in_Alto_Peru,_as_they_also_happened_in_the_Argentine_Interior._Together_with_the_governors_of_La_Roja,_Santa_Fé_and—of_course—Buenos_Aires,_the_Governor_of_Alto_Peru_was_one_of_the_pivotal_federalist_governors_in_the_confederation._But_recently,_the_old_governor_left_the_office,_giving_way_to_a_new_governor,_less_aligned_with_Rosas_and_his_ideals._Now,_be_it_for_a_desire_to_trully_support_the_Bolivian_people,_to_support_the_Unitarians_or_pure_madness,_the_new_governor_of_Alto_Peru_has_declared,_in_La_Paz,_war_on_Rosas_and_his_Federalist_confederation,_rallying_the_Bolivian_people_to_his_side._Sadly,_we_can't_say_that_the_entire_country_followed_the_governor's_idea,_with_provinces_like_Tarija_and_Salta_regrettably_declaring_loyalty_to_the_confederation,_taking_arms_against_us.;;;;;;;;;;;;;
EVTDESC600127;\n\nWhen_Alto_Peru_was_incorporated_in_the_Argentine_Confederation,_it_was_bound_to_have_a_special_status._The_governor_of_Alto_Peru_was—among_the_governors_of_La_Roja,_Santa_Fé_and,_of_course,_Buenos_Aires—one_of_the_most_important_governors_in_the_Argentine_Confederation._But_after_serving_us_truthfully,_the_governor_of_Alto_Peru_was_deposed_by_one_of_his_subordinates,_which_now,_in_our_moment_of_weakness,_has_declared_war_on_Rosas,_trying_to_have_Bolivia_to_rule_as_his_little_fiefdom._Luckily,_some_of_Alto_Peru_sees_this_madness_and_chooses_to_take_arms_against_the_mad_caudillo,_declaring_allegiance_to_governor_Rosas_and_his_confederation.;;;;;;;;;;;;;
EVTDESC600128;\n\nWhen_Alto_Peru_was_incorporated_in_the_Argentine_Confederation,_it_was_bound_to_have_a_special_status._The_governor_of_Alto_Peru_was—among_the_governors_of_La_Roja,_Santa_Fé_and,_of_course,_Buenos_Aires—one_of_the_most_important_governors_in_the_Argentine_Confederation._Shamefully,_with_the_death_of_the_old_governor_of_Alto_Peru,_the_local_governor_in_Alto_Peru_has_elected_a_new_caudillo_to_rule_the_region_for_the_confederation._To_our_surprise,_the_new_caudillo_proved_himself_quite_popular,_with_this_hold_over_Alto_Peru_benefiting_the_confederation,_with_no_doubt._But_now,_in_our_moment_of_weakness,_it_would_seen_that_the_governor_of_Alto_Peru_has_declared_the_wish_to_"free_the_Bolivian_people_from_the_clutches_of_Buenos_Aires",_declaring_war_on_Rosas_for_the_independence_of_the_Republic_of_Bolivia._Luckily,_some_of_Alto_Peru_is_still_interested_in_being_part_of_the_Argentine_Confederation,_declaring_allegiance_to_the_Argentine_Confederation,_hindering_the_plans_of_this_new_"President_of_Bolivia"...;;;;;;;;;;;;;
