Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
DRV_fascist_dictatorship;Tajikistan;;;;;;;;;;;;;
DRV_presidential_dictatorship;Tajikistan;;;;;;;;;;;;;
DRV_proletarian_dictatorship;Tajikistan;;;;;;;;;;;;;
DRV_fascist_dictatorship_ADJ;Tajik;;;;;;;;;;;;;
DRV_democracy_ADJ;Tajik;;;;;;;;;;;;;
DRV_presidential_dictatorship_ADJ;Tajik;;;;;;;;;;;;;
DRV_proletarian_dictatorship_ADJ;Tajik;;;;;;;;;;;;;
DRV_absolute_empire;The Iskandarid Empire;;;;;;;;;;;;;
DRV_semi_constitutional_empire;The Iskandarid Empire;;;;;;;;;;;;;
DRV_constitutional_empire;The Iskandarid Empire;;;;;;;;;;;;;
DRV_absolute_empire_ADJ;Iskandarid;;;;;;;;;;;;;
DRV_semi_constitutional_empire_ADJ;Iskandarid;;;;;;;;;;;;;
DRV_constitutional_empire_ADJ;Iskandarid;;;;;;;;;;;;;
ca_slapping_siberia;Claims over Siberia;;;;;;;;;;;;;
ca_slapping_siberia_desc;Our resolve to push the Russians back beyond the Urals is still respected.;;;;;;;;;;;;;
KUN_absolute_empire;The Qataghan Empire;;;;;;;;;;;;;
KUN_semi_constitutional_empire;The Qataghan Empire;;;;;;;;;;;;;
KUN_constitutional_empire;The Qataghan Empire;;;;;;;;;;;;;
KUN_absolute_empire_ADJ;Qataghan;;;;;;;;;;;;;
KUN_semi_constitutional_empire_ADJ;Qataghan;;;;;;;;;;;;;
KUN_constitutional_empire_ADJ;Qataghan;;;;;;;;;;;;;
KUN_conservative;Qataghanlar;;;;;;;;;;;;;
SSB_absolute_empire;The Keneges Empire;;;;;;;;;;;;;
SSB_semi_constitutional_empire;The Keneges Empire;;;;;;;;;;;;;
SSB_constitutional_empire;The Keneges Empire;;;;;;;;;;;;;
SSB_absolute_empire_ADJ;Keneges;;;;;;;;;;;;;
SSB_semi_constitutional_empire_ADJ;Keneges;;;;;;;;;;;;;
SSB_constitutional_empire_ADJ;Keneges;;;;;;;;;;;;;
SSB_conservative;Kenegeslar;;;;;;;;;;;;;
mughal_zindabad_title;Victory over the British;;;;;;;;;;;;;
mughal_zindabad_desc;The Sepoys have been victorious and the British are now powerless to hold onto India. Let us send them a formal message demanding their official withdrawal from the subcontinent.;;;;;;;;;;;;;
AFG_conservative;Loya Jirga;;;;;;;;;;;;;
AFG_liberal;Westernizers;Faction Pashah;Pascha-Fraktion;;Facción Bajá;;;;;;;;;
AFG_liberal_2;Young Afghan Party;Faction Pashah;Pascha-Fraktion;;Facción Bajá;;;;;;;;;
AFG_reactionary;Traditionalists;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
AFG_radical;Constitutionalists;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
AFG_socialist;Parcham;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
AFG_communist;Khalq;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
AFG_fascist;Afgan Mellat Gund;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BDK_absolute_empire;The Yarid Empire;;;;;;;;;;;;;
BDK_semi_constitutional_empire;The Yarid Empire;;;;;;;;;;;;;
BDK_constitutional_empire;The Yarid Empire;;;;;;;;;;;;;
BDK_absolute_empire_ADJ;Yarid;;;;;;;;;;;;;
BDK_semi_constitutional_empire_ADJ;Yarid;;;;;;;;;;;;;
BDK_constitutional_empire_ADJ;Yarid;;;;;;;;;;;;;
BDK_conservative;Yarlar;;;;;;;;;;;;;
KAZ_proletarian_dictatorship;Kazakhstan;RSS Kazakhstan;SSR Kasachstan;SSR Kazachstan;SSR Kazajstán;RSS Kazaca;SSR Kazahsztán;SSR Kazachstán;SSR Kazahsztán;SSR Kazachstan;SSR Cazaquistão;ÑÑÐ Êàçàõñòàí;SSR Kazakstan;
KAZ_absolute_empire;The Kazakh Khanate;;;;;;;;;;;;;
KAZ_semi_constitutional_empire;The Kazakh Khanate;;;;;;;;;;;;;
KAZ_constitutional_empire;The Kazakh Khanate;;;;;;;;;;;;;
KAZ_absolute_empire_ADJ;Kazakh;;;;;;;;;;;;;
KAZ_semi_constitutional_empire_ADJ;Kazakh;;;;;;;;;;;;;
KAZ_constitutional_empire_ADJ;Kazakh;;;;;;;;;;;;;
BKY_absolute_monarchy;The Junior Juz;;;;;;;;;;;;;
BKY_prussian_constitutionalism;The Junior Juz;;;;;;;;;;;;;
BKY_hms_government;The Junior Juz;;;;;;;;;;;;;
BKY_absolute_monarchy_ADJ;Junior Kazakh;;;;;;;;;;;;;
BKY_prussian_constitutionalism_ADJ;Junior Kazakh;;;;;;;;;;;;;
BKY_hms_government_ADJ;Junior Kazakh;;;;;;;;;;;;;
KAZ_liberal;Taraqqiparvarlar;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
KAZ_liberal_2;Alash Partiasy;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
KAZ_reactionary;Qadimlar;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KAZ_radical;Jas Azamat;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KAZ_socialist;Ush Jüz;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KAZ_communist;Jas Qazaq;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KAZ_fascist;Alash Militsiyatsy;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KAZ_radical_republic;The Alash Republic;;;;;;;;;;;;;
KAZ_radical_republic_ADJ;Alash;;;;;;;;;;;;;
EVTNAME800;The Official Russian Flag;;;;;;;;;;;;;
EVTDESC800;\n\nYour_Majesty,_times_are_changing_and_our_Empire_now_has_the_need_for_not_only_personal_banners_and_merchant_flags,_but_also_an_official_state_flag._Bernhard_Karl_von_Koehne,_the_head_of_the_Heraldry_Department_of_the_Governing_Senate,_proposes_a_black-gold-white_flag_derived_from_the_Imperial_Coat_of_Arms._Another_option_would_be_to_officialize_the_de_facto_used_white-blue-red_civil_ensign._Which_option_would_Your_Majesty_prefer?;;;;;;;;;;;;;
EVT800OPTA;Sign the decree on the new heraldic flag.;;;;;;;;;;;;;
EVT800OPTB;Sign the decree on the old civil ensign.;;;;;;;;;;;;;
EVTNAME801;Amendment to the Flag Decree;;;;;;;;;;;;;
EVTDESC801;\n\nThe_black-yellow-white_flag_existed_as_an_official_flag_for_almost_25_years_-_however,_on_28_April_1883,_the_edict_"On_flags_for_decorating_buildings_in_solemnities"_was_issued._It_allowed_to_use_only_white-blue-red_flags_to_decorate_buildings._Shall_we_expand_this_edict_to_make_the_white-blue-red_flag_the_official_flag_of_Russia_again?;;;;;;;;;;;;;
EVT801OPTA;Let us use white-blue-red.;;;;;;;;;;;;;
EVT801OPTB;Keep the current flag.;;;;;;;;;;;;;
EVTNAME802;Imperial Flag in Disuse;;;;;;;;;;;;;
EVTDESC802;\n\nThe_heraldic_or_black-gold-white_imperial_flag_has_never_enjoyed_much_popularity,_yet_murky_legislation_ensures_it_still_flies_on_certain_places._Upcoming_grand_festivities_this_year_give_us_the_opportunity_to_finally_settle_this_issue_and_completely_settle_on_a_flag_that_will_surely_never_change.;;;;;;;;;;;;;
EVT802OPTA;White, blue and red will be fully used again.;;;;;;;;;;;;;
EVT802OPTB;Unshakably decree the usage of the heraldic flag!;;;;;;;;;;;;;
BOE;Latin Confederation;;;;;;;;;;;;;
BOE_ADJ;Latin;;;;;;;;;;;;;
BOE_absolute_empire;Bourbon Empire;;;;;;;;;;;;;
BOE_semi_constitutional_empire;Bourbon Empire;;;;;;;;;;;;;
BOE_constitutional_empire;Bourbon Empire;;;;;;;;;;;;;
BOE_absolute_empire_ADJ;Bourbon;;;;;;;;;;;;;
BOE_semi_constitutional_empire_ADJ;Bourbon;;;;;;;;;;;;;
BOE_constitutional_empire_ADJ;Bourbon;;;;;;;;;;;;;
BOE_presidential_dictatorship;Latin Confederation;;;;;;;;;;;;;
BOE_presidential_dictatorship_ADJ;Latin;;;;;;;;;;;;;
BOE_radical_republic;State and People of Rome;;;;;;;;;;;;;
BOE_radical_republic_ADJ;Latin;;;;;;;;;;;;;
BOE_democracy;Latin Confederation;;;;;;;;;;;;;
BOE_democracy_ADJ;Latin;;;;;;;;;;;;;
BOE_proletarian_dictatorship;United Latin Proletariat;;;;;;;;;;;;;
BOE_proletarian_dictatorship_ADJ;Latin;;;;;;;;;;;;;
BOE_fascist_dictatorship;Latin Corporate State;;;;;;;;;;;;;
BOE_fascist_dictatorship_ADJ;Latin;;;;;;;;;;;;;
EVT807DESC;\n\nWilliam III, King of the Netherlands and Grand Duke of Luxemburg has died today at the age of 73. The king was a man of immense stature and with a boisterous voice. He could be gentle and kind, then suddenly he could become intimidating and even violent. An autocrat at heart, he was inclined to terrorize and humiliate his courtiers and was cruel to animals as well. Most people around him agreed that he was, to some degree, insane.\n\nAll of the late king's sons have preceded him to the grave. The succession laws were thus changed three years ago and now his underage daughter Wilhelmina succeeds to the throne in a regency. However, Luxemburg does not permit female succession. Adolf of Nassau-Weilburg, the closest male relative, now becomes the Grand Duke of an independent Luxemburg.;;;;;;;;;;;;;
ITA_colonial_company;Italien;;;;;;;;;;;;;
ITA_colonial_company_2;Italie;;;;;;;;;;;;;
MAN;New York;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_ADJ;New Yorker;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_absolute_monarchy;Hudsonia;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_absolute_monarchy_ADJ;Hudsonian;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_prussian_constitutionalism;Hudsonia;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_prussian_constitutionalism_ADJ;Hudsonian;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_hms_government;Hudsonia;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_hms_government_ADJ;Hudsonian;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_proletarian_dictatorship;Lenapehoking;;;;;;;;;;;;;
MAN_proletarian_dictatorship_ADJ;Lenapehoking;;;;;;;;;;;;;
FSA_absolute_monarchy;Kingdom of the Yankees;;;;;;;;;;;;;
FSA_prussian_constitutionalism;Kingdom of the Yankees;;;;;;;;;;;;;
FSA_hms_government;Kingdom of the Yankees;;;;;;;;;;;;;
FSA_absolute_monarchy_ADJ;Yankee;;;;;;;;;;;;;
FSA_prussian_constitutionalism_ADJ;Yankee;;;;;;;;;;;;;
FSA_hms_government_ADJ;Yankee;;;;;;;;;;;;;
SVY;Piedmont;;;;;;;;;;;;;
SVY_ADJ;Piedmontese;;;;;;;;;;;;;
SVY_absolute_monarchy;Savoy-Piedmont;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SVY_prussian_constitutionalism;Savoy-Piedmont;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SVY_hms_government;Savoy-Piedmont;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
YUG_fascist;Jugoslavenska Radikalna Zajednica;;;;;;;;;;;;;
TUS_absolute_empire;Etruria;;;;;;;;;;;;;
TUS_semi_constitutional_empire;Etruria;;;;;;;;;;;;;
TUS_constitutional_empire;Etruria;;;;;;;;;;;;;
PAR_absolute_monarchy;Parma-Piacenza;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
PAR_prussian_constitutionalism;Parma-Piacenza;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
PAR_hms_government;Parma-Piacenza;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
PAR_absolute_empire;Parma-Piacenza;;;;;;;;;;;;;
PAR_semi_constitutional_empire;Parma-Piacenza;;;;;;;;;;;;;
PAR_constitutional_empire;Parma-Piacenza;;;;;;;;;;;;;
EVTNAME810;Death of Marie Louise;;;;;;;;;;;;;
EVTDESC810;\n\nMarie_Louise_of_the_house_of_Habsburg-Lorraine,_duchess_of_Parma,_Piacenza_and_Guastalla,_former_wife_of_Napoleon_Bonaparte_and_the_mother_of_his_only_legitimate_son,_has_died_at_the_age_of_56_of_pleurisy._Charles_II_of_Bourbon-Parma,_duke_of_Lucca_and_previously_the_king_of_the_Napoleonic_client_kingdom_of_Etruria,_has_now_very_reluctantly_accepted_the_inheritance_of_the_late_Empress._It_is_expected_that_he_will_abdicate_once_he_has_secured_the_duchy_for_his_heirs.\n\nThe_accession_of_the_house_of_Bourbon-Parma_provides_a_prudent_opportunity_to_change_the_flag_of_our_duchy_and_make_us_more_recognizable._The_newly_proposed_flag_is_attached_to_the_top_of_this_document._Shall_we_proceed_with_the_change_or_not?;;;;;;;;;;;;;
EVT810OPTA;What a spin on flag design!;;;;;;;;;;;;;
EVT810OPTB;That flag looks too radical! Denied, arrested, executed!;;;;;;;;;;;;;
MOD_absolute_monarchy;Modena-Reggio;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MOD_prussian_constitutionalism;Modena-Reggio;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MOD_hms_government;Modena-Reggio;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MOD_absolute_empire;Modena-Reggio;;;;;;;;;;;;;
MOD_semi_constitutional_empire;Modena-Reggio;;;;;;;;;;;;;
MOD_constitutional_empire;Modena-Reggio;;;;;;;;;;;;;
GER_liberal_2;Nationalliberale;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
GER_conservative_3;Freikonservative Partei;;;;;;;;;;;;;
GER_reactionary_2;Deutschkonservative Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
SLU;The Slavic Union;;;;;;;;;;;;;
SLU_proletarian_dictatorship;The Slavic Commune;;;;;;;;;;;;;
SLU_presidential_dictatorship;The Slavic Republic;;;;;;;;;;;;;
SLU_radical_republic;Republic of the Slavs;;;;;;;;;;;;;
SLU_fascist_dictatorship;The Great Slavic National State;;;;;;;;;;;;;
SLU_theocracy;The Patriarchate of All Slavs and the Prince-Bishopric of Montenegro;;;;;;;;;;;;;
SLU_absolute_monarchy;The Slavic Empire;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SLU_prussian_constitutionalism;The Slavic Empire;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SLU_hms_government;The Slavic Empire;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SLU_absolute_empire;The Slavic Empire;;;;;;;;;;;;;
SLU_semi_constitutional_empire;The Slavic Empire;;;;;;;;;;;;;
SLU_constitutional_empire;The Slavic Empire;;;;;;;;;;;;;
SLU_ADJ;Slavic;;;;;;;;;;;;;
SLU_theocracy_ADJ;Slavo-Montenegrin;;;;;;;;;;;;;
SLU_conservative;Šturovites;;;;;;;;;;;;;
SLU_conservative_1;Slavic Christian Union;;;;;;;;;;;;;
SLU_liberal;Palackites;;;;;;;;;;;;;
SLU_liberal_1;Constitutional Democratic Party;;;;;;;;;;;;;
SLU_reactionary;Slavophiles;;;;;;;;;;;;;
SLU_reactionary_1;All-Slavic Black Veche;;;;;;;;;;;;;
SLU_radical;Sabinites;;;;;;;;;;;;;
SLU_radical_1;National Revolutionary Congress;;;;;;;;;;;;;
SLU_socialist_1;Socialist Revolutionary Party;;;;;;;;;;;;;
SLU_socialist_2;Labour Party;;;;;;;;;;;;;
SLU_communist;Communist Party;;;;;;;;;;;;;
SLU_fascist;All-Slavic National Radical Party;;;;;;;;;;;;;
miskito_nationalists_spawned_title;Greater Mosquitia;;;;;;;;;;;;;
miskito_nationalists_spawned_desc;The Europeans like to "claim" that "land" is theirs. Most curious! We shall embrace this concept to fit in with the rest of the civilized countries. Mosquitia's natural borders shall be, say... from here to here? Fetch me a pencil posthaste, my good sir! And the good parchment!;;;;;;;;;;;;;
EVTDESC811;\n\nAs_we_have_now_found_ourselves_at_war_with_the_English,_the_continued_use_of_the_Union_Jack_on_our_flag_has_given_way_to_impracticalities_of_combat_as_well_as_public_opposition._An_official_change_to_our_flag_is_now_simply_a_necessity.;;;;;;;;;;;;;
EVTNAME811;Ordinance on the National Flag;;;;;;;;;;;;;
EVTDESC811;\n\nWith_the_recent_unification_of_Italy,_confusion_is_abound_regarding_the_national_flag._Some_are_seen_flying_Savoyard_banners_and_a_foreign_match_company_has_even_printed_them_on_their_boxes_as_our_official_flag!_We_should_make_it_clear_that_we_have_but_one_flag_of_Italy:_it_is_the_one_with_our_ancient_and_complex_dynastic_achievements_right_in_the_middle.;;;;;;;;;;;;;
EVT811OPTA;Sign it!;;;;;;;;;;;;;
EVTNAME812;A New Flag?;;;;;;;;;;;;;
EVTDESC812;\n\nThe_current_international_situation_of_Hawai'i_has_made_the_similarity_of_our_flag_to_that_of_Britain_a_problem_of_increasing_proportions._Advisors_suggest_that_it_would_be_prudent_if_we_avoided_any_future_faux_pas_by_adopting_the_personal_flag_of_Your_Majesty_as_the_state_flag_of_our_kingdom,_Union_Jack_gone.;;;;;;;;;;;;;
EVT812OPTA;It only makes sense.;;;;;;;;;;;;;
EVT812OPTB;No, Britain should change!;;;;;;;;;;;;;
EVTDESC640;\n\nThe_Serbs_of_Vojvodina_have_successfully_campaigned_against_the_treasonous_Hungarians_and_now_stand_at_peace._Despite_their_apparent_loyalty_to_our_most_illustrious_house,_perhaps_it_would_still_be_prudent_to_quickly_reintegrate_them_before_they_decide_to_join_Serbia_down_south...;;;;;;;;;;;;;
EVTDESC641;\n\nAfter_our_victory_against_the_Hungarians,_the_Austrians_now_seek_to_regain_control_over_Vojvodina._We_did,_in_fact,_fight_more_or_less_in_the_name_of_the_emperor_who_now_promises_us_our_own_crownland,_but_perhaps_unification_with_Serbia_would_be_preferable_regardless...;;;;;;;;;;;;;
ENG_absolute_empire;Great Britain;;;;;;;;;;;;;
ENG_semi_constitutional_empire;Great Britain;;;;;;;;;;;;;
ENG_constitutional_empire;Great Britain;;;;;;;;;;;;;
ENL_absolute_empire;England-Wales;;;;;;;;;;;;;
ENL_semi_constitutional_empire;England-Wales;;;;;;;;;;;;;
ENL_constitutional_empire;England-Wales;;;;;;;;;;;;;
form_england_wales_title;The Anglo-Welsh Compromise;;;;;;;;;;;;;
form_england_wales_desc;As our power has been greatly diminished, growing voices now clamour for the independence of Wales to further our demise. A disaster of such proportions would leave fair old England in a most rumpuous position, a laughing stock of Europe, far behind even the dreadful Hibernian. To regain momentum, perhaps it would be prudent to call upon the glory of the Tudors and the majesty of Arthur - to find a compromise and create a new United Kingdom: that of England and Wales.;;;;;;;;;;;;;
proclaim_bulgarian_empire_title;Restore Constantinople;;;;;;;;;;;;;
proclaim_bulgarian_empire_desc;Since 1453, the Turks have defiled the greatest Orthodox city, enslaved our brethren and forced the Patriarch to do the bidding of their Sultan. No more! As $COUNTRY_ADJ$ soldiers triumphantly enter the heart of Rome in the East, there is but one thing to do: proclaim a new empire in the name Christ Pantokrator.;;;;;;;;;;;;;
TCA_conservative;Conservative Party;;;;;;;;;;;;;
TCA_liberal;Democratic Party;;;;;;;;;;;;;
TCA_reactionary;Traditionalist Party;;;;;;;;;;;;;
TCA_radical;Republican Party;;;;;;;;;;;;;
TCA_socialist;Social Democratic Party;;;;;;;;;;;;;
TCA_communist;Communist Party;;;;;;;;;;;;;
TCA_fascist;Iron Wolves;;;;;;;;;;;;;
NRB_absolute_monarchy;Nieuwe Koningrijk;;;;;;;;;;;;;
NRB_prussian_constitutionalism;Nieuwe Koningrijk;;;;;;;;;;;;;
NRB_hms_government;Nieuwe Koningrijk;;;;;;;;;;;;;
SOV_fascist_dictatorship;The All-Russian State;;;;;;;;;;;;;
SOV_absolute_monarchy;The Russian Empire;;;;;;;;;;;;;
SOV_prussian_constitutionalism;The Russian Empire;;;;;;;;;;;;;
SOV_hms_government;The Russian Empire;;;;;;;;;;;;;
SOV_absolute_empire;The Russian Empire;;;;;;;;;;;;;
SOV_semi_constitutional_empire;The Russian Empire;;;;;;;;;;;;;
SOV_constitutional_empire;The Russian Empire;;;;;;;;;;;;;
SOV_democracy;The Russian Republic;;;;;;;;;;;;;
SOV_presidential_dictatorship;Russia;;;;;;;;;;;;;
SOV_ADJ;Russian;;;;;;;;;;;;;
UBD_absolute_empire;Livonia;;;;;;;;;;;;;
UBD_semi_constitutional_empire;Livonia;;;;;;;;;;;;;
UBD_constitutional_empire;Livonia;;;;;;;;;;;;;
UBD_democracy;The Baltic Republic;;;;;;;;;;;;;
UBD_presidential_dictatorship;The Baltic State;;;;;;;;;;;;;
UBD_radical_republic;The Livonian Republic;;;;;;;;;;;;;
UBD_fascist_dictatorship;Aestia;;;;;;;;;;;;;
UBD_absolute_monarchy;The United Baltic Duchy;;;;;;;;;;;;;
UBD_prussian_constitutionalism;The United Baltic Duchy;;;;;;;;;;;;;
UBD_hms_government;The United Baltic Duchy;;;;;;;;;;;;;
UBD_prov_gov_conservative;The Baltic Provinces;;;;;;;;;;;;;
UBD_strenghten_governorship_title;Strengthen Our Governorship;;;;;;;;;;;;;
UBD_strenghten_governorship_desc;Estabilished after the Greater Northern War, the three Baltic governorates - Livonia, Estland and Courland, after years of Russian rule, have shared the same governor since 1800, despite technically still being separate. If we were able to project enough power in our governorates, we might be able to de facto control all of them, despite the reality on paper being different. But who knows? Perhaps the Tsar would be partial to allow this fait accompli...;;;;;;;;;;;;;
EVTNAME31500002;Baltic Governor strengthens Power;;;;;;;;;;;;;
EVTDESC31500002;\n\nAdquired_after_the_Great_Northern_War_and_Partition_of_Poland,_the_three_Baltic_governorates_-_Livonia,_Estland_and_Courland,_despite_technically_being_separate,_have_shared_the_same_governor_since_1800._It_seems_that_the_current_governor_has_managed_to_assert_his_authority_enough_that_any_divisions_remain_but_on_paper._Now,_he_is_requested_that_the_administration_of_his_governorships_be_reformed_and_unified_into_a_single_entity._While_this_would_allow_them_to_better_administer_the_region,_we_are_advised_that_it_could_be_dangerous_to_allow_this_show_of_ambition_to_succeed,_especially_if_we_were_to_try_to_russify_and_integrate_the_region_in_the_future._Do_we_allow_the_governorates_to_be_merged_into_one_entity,_or_do_we_replace_the_governor_with_a_less_ambitious_man?;;;;;;;;;;;;;
EVTNAME31500003;The Baltic German Plea For Help;;;;;;;;;;;;;
EVTDESC31500003;\n\nAn_envoy_has_arrived_from_Riga_under_mundane_pretext_-_in_reality_bearing_a_serious_message._It_would_seem_that,_with_our_ascendency_in_the_world_stage,_the_Russians_fear_that_if_their_loyalty_was_tested,_the_Baltic_Germans_would_turn_their_loyalty_to_a_German_invader_rather_than_their_Russian_overlords._Now_they_are_consering_to_end_the_Ostsee_Rights,_close_the_German_Landtags_and_directly_incorporate_the_Baltic_Governorates,_perhaps_even_to_subject_them_to_Russification._The_envoy_asks_for_help_-_for_the_Germans_to_protect_their_own_shall_Russia_try_to_deprive_them_of_their_rights._A_secret_treaty_can_be_drafted..._What_is_our_response?;;;;;;;;;;;;;
UBD_secret_treaty_title;Secret Treaty with the Germans;;;;;;;;;;;;;
UBD_secret_treaty_desc;It is becoming more and more probable that the Tsar will decide to abolish our governorate and administrate us directly. In such an event, we would be nigh powerless to resist the Russian onslaught. Our only hope would be to sign a secret treaty with our German brothers in Berlin - that they would come defend us from Russian aggression. We cannot let ourselves become lost!;;;;;;;;;;;;;
EVTDESC31500006;\n\nThe_Russians_have_decreed_our_governorate_forfeit_-_the_lands_are_henceforth_to_be_administered_directly_as_a_part_of_Russia._We_may_accept_-_or_we_may_resist...;;;;;;;;;;;;;
EVTDESC31500008;\n\nThe_arrogant_Balts_led_by_their_treacherous_German_landowners_have,_upon_hearing_news_of_our_proclamation_of_integration,_declared_independence,_capturing_Russian_officials_and_taken_control_over_the_Baltic_Provinces!;;;;;;;;;;;;;
EVTDESC31500009;\n\nPer_the_secret_treaty_we_have_signed_with_the_Baltic_Germans,_they_now_ask_for_our_help_against_the_Russians,_with_Russian_officials_being_captured_by_German_and_Baltic_militias,_as_skirmishes_already_mark_the_beginning_the_Baltic_fight_for_independence!_Shall_we_honor_the_treaty?;;;;;;;;;;;;;
EVTDESC31500010;\n\nDire_news!_Apparently,_our_worst_fears_have_proven_true!_The_Baltic_government_has_signed_a_secret_defense_treaty_with_Berlin_against_us_-_and_now_German_troops_march_east_to_protect_their_Baltic_brethen!;;;;;;;;;;;;;
EVTDESC31500012;\n\nAs_the_dust_settles,_we_begin_to_transition_our_provisional_government_to_a_more_permanent_one._For_quite_some_time_now,_there_have_been_debates_in_Riga_about_the_future_of_our_nation_and_there_even_envoys_from_Germany_going_around_and_helping_decide_on_what_would_be_best_for_the_Baltic._Today,_the_most_proeminent_figures_of_the_Baltic_Provinces_gather_in_Riga_to_finally_decide_upon_how_will_be_governed_from_now_on._First,_we_could_crown_a_monarch,_the_Grand-Duke_of_Mecklenburg-Schwerin_and_representative_of_the_German_entourage_as_our_new_head_of_state._We_could_also_opt_to_empower_the_local_Landtags_while_having_no_monarch,_becoming_something_of_an_eastern_Switzerland._Finally,_our_generals_would_be_willing_to_help_solidify_our_new_country_-_temporarily,_of_course._We_shall_decide_soon,_as_the_crowd_outside_grows_more_and_more_unruly_by_the_day,_with_talks_of_curtailing_German_influence_turning_into_a_threat_our_government.;;;;;;;;;;;;;
UBD_colonial_company_4;Riga;;;;;;;;;;;;;
WUR;Württemberg;;;;;;;;;
LUB;Lübeck;;;;;;;;;
LSK_reactionary_company;Orthodox Church;;;;;;;;;;;;;
LSK_conservative_company;Company Rule;;;;;;;;;;;;;
LSK_liberal_company;Petersburg Shareholders;;;;;;;;;;;;;
LSK_radical_company;Promyshlenniki;;;;;;;;;;;;;
LIE_democracy;Oberrhein;;;;;;;;;;;;;
LIE_democracy_ADJ;Oberrhenish;;;;;;;;;;;;;
LIE_presidential_dictatorship;Oberrhein;;;;;;;;;;;;;
LIE_presidential_dictatorship_ADJ;Oberrhenish;;;;;;;;;;;;;
LIE_proletarian_dictatorship;Rhaetikon Commune;;;;;;;;;;;;;
LIE_proletarian_dictatorship_ADJ;Rhaetikonian;;;;;;;;;;;;;
LIE_radical_republic;The Rhaetian Republic;;;;;;;;;;;;;
LIE_radical_republic_ADJ;Rhaetian;;;;;;;;;;;;;
LIE_liberal;Liberalen;;;;;;;;;;;;;
LIE_liberal_2;Christlich-Soziale Volkspartei;;;;;;;;;;;;;
LIE_reactionary;Ultrakonservativen;;;;;;;;;;;;;
LIE_conservative;Konservativen;;;;;;;;;;;;;
LIE_conservative_2;Fortschrittliche Bürgerpartei;;;;;;;;;;;;;
LIE_socialist;Arbeiterverband;;;;;;;;;;;;;
LIE_radical;Revolutionsverein;;;;;;;;;;;;;
LIE_communist;Arbeiterpartei;;;;;;;;;;;;;
LIE_fascist;Volksdeutsche Bewegung;;;;;;;;;;;;;
GEO_radical_republic;The Kartvelian Republic;;;;;;;;;;;;;
ABK_reactionary;Sharvashidze;;;;;;;;;;;;;
MIG_reactionary;Dadiani;;;;;;;;;;;;;
SVA_reactionary;Dadeshkeliani;;;;;;;;;;;;;
GEO_pirveli;Pirveli Dasi;;;;;;;;;;;;;
GEO_meore;Meore Dasi;;;;;;;;;;;;;
GEO_mesame;Mesame Dasi;;;;;;;;;;;;;
GEO_terg;Tergdaleulebi;;;;;;;;;;;;;
GEO_conservative;Erovnul-Demokratiuli Partia;;;;;;;;;;;;;
GEO_liberal;Mitsis Mesakutreta Erovnuli Partia;;;;;;;;;;;;;
GEO_reactionary;Bagrationi;;;;;;;;;;;;;
GEO_reactionary_ktk;Kartvel Traditsionalistta Kavshiri;;;;;;;;;;;;;
GEO_radical;Tsisperqantselebi;;;;;;;;;;;;;
