Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
betray_rivera_desc;§RGain 2.5 infamy§! With the war against Brazil, a certain sense of brotherhood was created between the Unitarian Party and the Colorado Party. Despite both parties having their differences, after the war such differences seem small in comparison to their shared enemies. Not only that, but many Colorados ended up becoming more "Unitarian-minded" during the war. Maybe it would be a good idea to use our connections in the Colorado Party to put forward the union between Uruguay and Argentina. That would mean, of course, betraying Rivera and his republic, but that would be a small price to pay for Platinean Unity...;;;;;;;;;;;;;
federalists_pacified;Federalists Defeated;;;;;;;;;;;;;
EVTDESC600208;\n\nAfter_a_terrible_campaign_against_the_Federalists,_we_finally_have_put_an_end_to_any_hope_of_a_Federalist_come_back._Both_the_Interior_and_the_Mesopotamia—historical_Federalist_strongholds—are_now_firmly_under_our_rule._\n\nWith_the_Federalist_Threat_gone,_much_of_the_fearmonger_carried_out_by_hardliners_in_the_party_is_gone_and_we_can_finally_think_about_establishing_a_definitive_constitution_for_Argentina...;;;;;;;;;;;;;
kandahar_expedition_title;The Kandahar Expedition;;;;;;;;;;;;;
kandahar_expedition_desc;§RGain 4 infamy§! With our rule over Herat consolidated and Britain out of the way for now, we are finally ready to shift our attention towards our next objective: The Emirate of Kandahar. The rulers of Kandahar, while appearing subservient to the Peacock Throne, having recently supported us in sieging Herat in exchange for the border province of Farah and Sabzevar, enjoys far too much autonomy and free movement to be considered a proper subject of Iran. \nKandahar is not simply a dependency of Iran, but an integral part of our domain and it is time to establish this fact. Let us send a full expedition to Kandahar and demand the total submission of the Emir.;;;;;;;;;;;;;
EVTDESC600212;The_Khozeimeh_Emirs_of_the_Qa'inat_have_proven_effective_rulers_of_our_eastern_frontiers,_both_developing_the_harsh_but_valuable_land_and_fending_off_Afghan_and_Turkmen_raids._As_our_border_continues_to_push_east_into_Sistan_and_the_Fertile_lands_along_the_Helmand_river,_it_would_be_wise_to_grant_this_land_to_the_Emirs_of_the_Qa'inat_so_that_they_may_bring_similar_prosperity_to_the_region.;;;;;;;;;;;;;
is_iran;An Iranian Dynasty;;;;;;;;;;;;;
reaffirm_bahrain_claim_title;Reaffirm our Claims over Bahrain;;;;;;;;;;;;;
reaffirm_bahrain_claim_desc;§RGain 2.5 infamy§! Our claim over the Bahrain Archipelago has always been complicated. With its population being mostly of Shiite-Iranian origin, we have traditionally ruled the area in an indirect manner, through the al-Mazkur Sheikhs of Bushehr. While we still hold a traditional claim to these islands, they haven't been under direct Iranian control since the Zand Dynasty, with Manamah currently ruled by the Sunni Banu Utub dynasty of Nejddi origin who have refused to reconize any kind of rule from Tehran, going as far as getting protection from the British to keep themselves free from our dominion. \n\nWhile we previously managed to strike an agreement with the British for the reincorporation of Bahrain into our state, the vile Europeans went back on their word, refusing to return Bahrain to us. It is about time we reaffirm our claims to Bahrain, with no regard to what the British or any other foreign power thinks about it!;;;;;;;;;;;;;
revoke_knd_autonomy_title;Integrat Kandahar;;;;;;;;;;;;;
revoke_knd_autonomy_desc;Kandahar's autonomy has served us well. But, with the modernization of our state, it is about time we strip him of some of his rights to better control the region.;;;;;;;;;;;;;
seize_maymana_title;Restore Order to Maymana;;;;;;;;;;;;;
seize_maymana_desc;§RGain 1 infamy§! Less than 300km from Herat lies the city of Maymana, an important center of commerce in the region and our gateway to Turkestan. The city—mostly inhabited by Uzbeks these days—sits at the middle of the Chahar Vilayets, a region inhabited by 4 khanates, Sar-i Pul, Sheberghan, Andkhui and—the most powerful and influential of them all—Maymana. Despite that, the Chahar Vilayets as a whole were far from stable, with the 4 khanates finding themselves at war with each other from time to time, not to mention when foreign powers such as Herat and Kabul having long coveted the region and especially Maymana—reconizing its importance in the region and the potential to control the rest of the khanates through the city. Now that Herat is firmly annexed into our nation, it is about time we bring order to the Chahar Vilayets by invading Maymana, securing our borders in the region and assuring our oversight over the region and its remaining khans!;;;;;;;;;;;;;
end_turkmen_raids_title;Deal with the Turkmen Raids;;;;;;;;;;;;;
end_turkmen_raids_desc;The Turkmen and Uzbek Tribes have long been raiding our our northern territory, pillaging and taking some of our people captive to be sold as slaves. Many of these tribes act on the interests of the Khan of Khiva and the Emir of Bukhara, both of which profit greatly of the influx of slaves and riches captured by these raids. To deal with those troublesome tribals, we will have to first deal with Khiva and Bukhara—to leave the Turkmen and Uzbek tribes helpless against our advances and maybe even being able to end the trading of Iranian slaves in Khiva.;;;;;;;;;;;;; 
pacify_turkmenistan_title;Pacify Turkmenistan;;;;;;;;;;;;;
pacify_turkmenistan_desc;With we being successful in putting an end to the raids that plagued our northern border, the Turkmen tribes that once relied on these raids have grown weak. If we were to better develop our administration, we could pacify one and for all those weakened tribes before our neighbors to the north can take advantage of them in our place.;;;;;;;;;;;;;
invade_balkh_title;Dominate Little Turkestan and Hazarajat;;;;;;;;;;;;;
invade_balkh_desc;§RGain 5 infamy§! The region around Balkh—also known as Little Turkestan—has long been a contested between Iranian and Central Asian powers, with control over it shifting constantly back in the days of the Safavid Dynasty. The region nowdays is mostly contested between the Emirs of Bukhara and Kabul, with both having recently gained a stronger foothold in the region with local khans pledging allegiance to them as a to guarantee some sort of protection against us. While some of our advisors aren't sure about expanding eastwards, the truth is not doing so would be dooming the region to being dominated by either Kabul or Bukhara. Taking over the region—currently inhabited by Uzbeks—would not only deprive our rivals of useful land, but also isolate them from one another so we can take them out one at a time. \n\n§RYou need at least 75% civilization progress, the tooltip lies.§W;;;;;;;;;;;;;
control_amu_darya_title;Take Control of the Amu Darya;;;;;;;;;;;;;
control_amu_darya_desc;§RGain 7.5 infamy§! With our successful campaigns in Balkh and Kunduz, fraying the local patchwork Warlords and Khans, we now hold control over the upper Amu Darya, a great river serving as the lifeblood of Central Asia's great settlements, including the city of Khiva. While it seems obvious to move down-stream to assert our control over the river's entire length, exerting control over the lands past the right bank of the river would prove too much for our nation's administration. Instead, we could subjugate the Emirate of Bukhara as a representative of the Shah's dominion over Transoxiana, a once mighty polity with a long and storied history of ruling the region that would help us assert control over the great Silk Road cities of Shahrisabz, Qarshi, Samarkand and Bukhara itself. \n\nWe have already butted heads with Bukhara once already our success there assures us that they will be no match to our great state! \n\n§RYou need at least 80% civilization progress, the tooltip lies.§W;;;;;;;;;;;;;
consolidate_transoxiana_title;Consolidate our Dominion over Transoxiana;;;;;;;;;;;;;
consolidate_transoxiana_desc;With our administration modernized and control over Transoxiana and the Emirate of Bukhara pacified, it is about time we finally cross the Amu Darya and end Bukhara's autonomy before they become a problem for us, opening way for us to further influence Central Asia. \n\nAlso, we will take the opportunity to finally put an end to the pitiful khanate ruled by the Karakalpaks across the river from Khiva!;;;;;;;;;;;;;
van_treaty_title;Propose the Treaty of Van;;;;;;;;;;;;;
van_treaty_desc;With our advances into Mesopotamia and Kurdistan we have promptly usurped the Ottoman position as the overlords Mesopotamia and Eastern Anatolia, leading to our annexation of cities such as Baghdad, Mosul and Erzurum. Now, having defeated the Turks once again, we are in a position to pressure the Turks into signing a treaty to ratify the current border as permanent, to put and end to the hostilities between our nations. \n\nOf course, that would imply that we don't want to expand further into ther holdings, but that is a small price to pay for not having the risk of them striking us at our moment of weakness.;;;;;;;;;;;;;
syr_darya_ferghana_line_title;Syr Darya-Ferghana Line;;;;;;;;;;;;;
syr_darya_ferghana_line_desc;§RGain 5 infamy§!Now that we have established our dominion over Transoxiana, it is hard to say that our ambitions in the region are satisfied. Instead, we have to note that, while we managed to secure our hold over Bukhara and Samarkand, those cities are hard to defend, considering how far they are from our holdings in Iran. Counterintuitively, the way to solve this would be to push further into Central Asia, dominating the Sart-dominated Urban centers of Tashkent and Kokand, claiming a line from the Ferghana Valley to the Syr Darya.;;;;;;;;;;;;;
call_iran_crimea_title;Call Iran into the Crimean War;;;;;;;;;;;;;
call_iran_crimea_desc;§RGain 5 infamy§! As the Crimean War rages on, it became clear that the powers of Europe are plotting against our position in the Concert of Europe! Starved out of our conventional allies in Europe, it becomes clear that—to tip the war in our favor—we need to resort to one of our unusual pawns—the Qajars of Iran! \n\nWe would offer the Qajars parts of Kurdistan and—in exchange—they would join our war against the Turks, opening a new front, distracting the Ottoman and French armies—letting our armies siege Constantinople in no time!;;;;;;;;;;;;;
post_crimea_iraq_title;Coup the Prince of Iraq;;;;;;;;;;;;;
post_crimea_iraq_desc;§RGain 5 infamy§!We have held a great deal of influence in Iraq ever since the Turkish defeat in the Crimean War, which led to the region being effectively independent ever since. Now, with our growing role in the region and foreign interest in Mesopotamia increasing, it is clear that—if we are to keep our investments in the region—we need to hold a tighter grip over Mesopotamia. The $COUNTRY_ADJ$ resident in Baghdad has spend the last few months negotiating with the Prince of Iraq for the principality to accept a protectorate status under our empire—to no avail. We are left no choice but to coup the Iraqi prince and ensure that Baghdad will be ruled by someone more willing to cooperate with us...;;;;;;;;;;;;;
treaty_of_paris_persia_title;Enforce the Russian Demands;;;;;;;;;;;;;
treaty_of_paris_persia_desc;§RGain 8 infamy§!Now that we have decisively beaten the Ottomans we are free to enforce our claims in the region and force the Turks into the negotiating table, ensuring the victory of our Russian allies!;;;;;;;;;;;;;
