Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
tsushima_incident_desc;§RGain 1 infamy§! The island of Tsushima holds an extremely strategic position. Mountainous and located in the middle of the straight between Korea and Japan, it would make a perfect outpost and coaling station for us to extend our influence. However, perfidious Albion may attempt to foil our ambitions.;;;;;;;;;;;;;
barcelona_rail_title;The Barcelona-Mataro railroad;;;;;;;;;;;;;
barcelona_rail_desc;For too long has our country been lagging behind industrially. We must invest in railroads if we are to progress! A businessman has proposed constructing a line from Barcelona to Mataro. While unambitious, this will set the precedent for a veritable railway boom throughout our entire nation.;;;;;;;;;;;;;
sulfur_contract_title;Renegotiate the Sulfur Contract;;;;;;;;;;;;;
sulfur_contract_desc;In 1814, as Britain liberated us from Napoleonic occupation, they signed a contract granting them trade rights on the masses of sulfur extracted daily from the island of Sicily. This contract however greatly favors the British in terms of profits, and Franch businessmen have proposed a more favorable contract that would give France a monopoly on Sicilian sulfur exports. This would however unquestionably anger the Brits.;;;;;;;;;;;;;
british_blockade;British blockade;;;;;;;;;;;;;
british_blockade_desc;In the so-called 'Sulfur War', Britain is blockading our coast to prevent outflow of sulfur.;;;;;;;;;;;;;
wilkes_expedition_title;The Wilkes Expedition;;;;;;;;;;;;;
wilkes_expedition_desc;The United States House of Representatives passed a resolution on May 21, 1828, requesting President John Quincy Adams to send a ship to explore the Pacific. Adams was keen on the resolution and ordered his Secretary of the Navy to ready a ship, however the bill stalled in the US Senate in February 1829. Now Congress has finally voted to dispatch a squadron of ships with botanists, geologists, botanists and philologists on board to map parts of the Pacific, visit the islanders and plan possible colonization.;;;;;;;;;;;;;
claim_samoa_title;Lay claim to Samoa;;;;;;;;;;;;;
claim_samoa_desc;Samoa lies South of the equator, about halfway between Hawaii and New Zealand, in the Polynesian region of the Pacific Ocean. It consists of two large islands, Upolu and Savai'i and a cluster of 7 smaller islands to the Southeast with minor outliers of little significance. With a tropical climate year-round and covered in large part by jungles, these islands are truly magnificient and would make a perfect strategic outpost in the South Pacific, however other countries may be interested in laying competing claims.;;;;;;;;;;;;;
mckinley_tariff_title;The McKinley Tariff;;;;;;;;;;;;;
mckinley_tariff_desc;Representative William McKinley has proposed modifying our tariffs by duty on imports to almost fifty percent to protect domestic industries from foreign competition.;;;;;;;;;;;;;
mckinley_tariffs;The McKinley Tariff;;;;;;;;;;;;;
mckinley_tariffs_desc;Framed by representative William McKinley, the tariff of 1890 raises our duties on imports to protect domstic industries from foreign competition.;;;;;;;;;;;;;
vnz_crisis_title;Demand Essequibo;;;;;;;;;;;;;
vnz_crisis_desc;Guyana Essequiba is the area of Guyana West of the Essequibo river. Owned for decades by Gran Colombia, Britain seized it during its collapse. Recent gold mining in the area has increased tensions, with the audacious Brits even claiming a small amount of land on our side of the current line of control.;;;;;;;;;;;;;
peu_const_one_title;The Constitution of Huancayo;;;;;;;;;;;;;
peu_const_one_desc;With our nation once again independent of the Confederation, we need to write a new constitution to prevent such events from repeating. The constitutions of 1823, 1828 and 1834 were liberal-minded and decentralized our country, leading to the entrance into the confederation. This shows that we need a unitary government to remain strong.;;;;;;;;;;;;;
peu_const_two_title;The Constitution of $YEAR$;;;;;;;;;;;;;
peu_const_two_desc;With the conservatives out of power, we must undo their injustices and return liberty to the people. Proposed reforms include strengthening the parliament and weakening the executive, abolishing the death penalty, allowing suffrage to all Peruvians over the age of 21 who can read and write and reducing the power of the clergy.;;;;;;;;;;;;;
peu_const_three_title;The Constitution of $YEAR$;;;;;;;;;;;;;
peu_const_three_desc;Our last constitution was clearly too liberal for our conservative populace. We have no choice but to roll back some reforms such as the death penalty to appease them and avoid further conflict.;;;;;;;;;;;;;
vivanco_pareja_title;The Vivanco-Pareja Treaty;;;;;;;;;;;;;
vivanco_pareja_desc;Our war with Spain has been dragging on for a while now with no end in sight while our economy suffers due to the occupation of the valuable Chincha Islands. Perhaps a treaty would help smooth things over?;;;;;;;;;;;;;
peu_const_prado_title;The Pradista Constitution;;;;;;;;;;;;;
peu_const_prado_desc;To solidify Prado's regime, we must gain popularity among the people. Our only chance is to commit to new reforms such as freedom of press and the final abolition of the death penalty and hope to acquire supporters among the middle class.;;;;;;;;;;;;;
ecu_epn_title;Found the EPN;;;;;;;;;;;;;
ecu_epn_desc;To progress as a nation, we need to invest in research, however our people are largely not educated enough to engineer new inventions. To educate them in that regard, a new school has been proposed in Quito: The Escuela Politecnica Nacional or National Polytechnic School.;;;;;;;;;;;;;
cos_const_one_title;The Constitution of Costa Rica;;;;;;;;;;;;;
cos_const_one_desc;Our country is newly independent from the Republic of Central America, leaving us in disarray. We need a new constitution to guide us and modernize.;;;;;;;;;;;;;
potatoes_introduced;Forced introduction of potatoes;;;;;;;;;;;;;
potatoes_introduced_desc;The Potato Decrees have begun a local government effort to enforce potato cultivation, increasing agricultural output but angering the locals and natives.;;;;;;;;;;;;;
forced_potatoes_dec_title;The Potato Decrees;;;;;;;;;;;;;
forced_potatoes_dec_desc;Potatoes are much more efficient than the traditional grains of the Ural-Volga area, however unlike much of Western Russia they refuse to invest in potato crop, the main reason being their association of potatoes with the antichrist. Forcing people to grow potatoes will surely anger them, but it may be worth it due to the increase in output.;;;;;;;;;;;;;
kisilevs_reforms;Kiselev's Reforms;;;;;;;;;;;;;
kisilevs_reforms_desc;Pavel Dmitrievich Kiselev has passed a number of reforms improving our administration and the situation of the serfs.;;;;;;;;;;;;;
kisilev_reforms_title;Kiselev's Reforms;;;;;;;;;;;;;
kisilev_reforms_desc;Leader of the 5th department of His Imperial Majesty's Chancellery, Pavel Dmitrievich Kiselev has proposed a number of reforms aimed at the eventual abolition of serfdom and improvement of the Russian administration. These include creating chambers of state property with a state property district each, split into departments of forestry and general economic departments with district chiefs at the head of both. Depending on the local population, these districts could cover one or more counties, with subdivisions into volosts with a local government elected for three years and parishes within the volosts which in turn would consist of villages, each with its own local gathering that would elect a village elder for three years, assign policemen and decide on local sentences for misdemeanors. Another proposal is giving landowners the right to free their serfs at their will, concluding an agreement with them on the provision of land allotments to them in hereditary possession.;;;;;;;;;;;;;
kisilev_reforms_enacted;Kisilev's Reforms enacted;;;;;;;;;;;;;
integrate_asm_title;Integrate Assam;;;;;;;;;;;;;
integrate_asm_desc;In 1833, we imposed Purandar Singha, the last king of the Ahom dynasty as ruler of the Princely State of Upper Assam, however his administration has been a hotbed of corruption and misfeasance. His subjects are oppressed and misgoverned and his rule is very distasteful to the bulk of the population. Purandar Singha is himself found guilty of gathering personal fortune rather than concentrating on good governance for his people.;;;;;;;;;;;;;
orsini_attack;The 1858 Orsini Assassination Attempt;;;;;;;;;;;;;
rebellion_losses_bill_title;The Rebellion Losses Bill;;;;;;;;;;;;;
rebellion_losses_bill_desc;The residents of Upper Canada have received compensation for the damages inflicted by the Rebellions of 1837, however Lower Canada has gotten no such help. The Canadian parliament has suggested we pass a bill entitling them to the same aid. The only concern is that it may cause outcry among the Canadian conservatives because it may be seem as 'giving money to the rebels' since the rebellions were much more severe in Lower Canada.;;;;;;;;;;;;;
vuk_karadzic_reform_title;Vuk Karadžic's language reforms;;;;;;;;;;;;;
vuk_karadzic_reform_desc;Vuk Stefanovic Karadžic has reformed the Serbian literary language and standardized the Serbian Cyrillic alphabet by following strict phonemic principles on the Johann Christoph Adelung model and Jan Hus Czech alphabet. Karadžic's reforms of the Serbian literary language modernized it and distanced it from Serbian and Russian Church Slavonic and brought it closer to common folk speech. However, he has a eastern Bosnian accent which many in northern Serbia and Vojvodina have difficulty adapting to. Officially recognizing it will help us more efficiently run our schools, however it will also require a short period of adaptation to the dialect.;;;;;;;;;;;;;
mannheim_water_tower_title;Construct the Mannheim Water Tower;;;;;;;;;;;;;
mannheim_water_tower_desc;Mannheim has been growing exponentially in recent years, requiring an increased supply of water. City planners have suggested taking an undeveloped area and placing a large water tower to be designed in an architectural competition in the middle, making the surroundings into a park and rounding them off with an ornate details and statues on the tower. This will create a pleasant place to relax for generations to come while the city expands around it.;;;;;;;;;;;;;
money_hoarder_1;Money Hoarder;;;;;;;;;;;;;
money_hoarder_1_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
money_hoarder_2;Massive Money Hoarder;;;;;;;;;;;;;
money_hoarder_2_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
money_hoarder_3;Immense Money Hoarder;;;;;;;;;;;;;
money_hoarder_3_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
money_hoarder_4;Extreme Money Hoarder;;;;;;;;;;;;;
money_hoarder_4_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
money_hoarder_5;Incredible Money Hoarder;;;;;;;;;;;;;
money_hoarder_5_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
money_hoarder_6;Insane Money Hoarder;;;;;;;;;;;;;
money_hoarder_6_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
money_hoarder_7;Colossal Money Hoarder;;;;;;;;;;;;;
money_hoarder_7_desc;This modifier is put in place to prevent the late-game liquidity crisis caused by governments acquiring too much money.;;;;;;;;;;;;;
startup_growth_title;Option: Initial Buffs;;;;;;;;;;;;;
startup_growth_desc;A series of starting buffs for your country.;;;;;;;;;;;;;
startup_pop_growth_small;Small Pop Buff;;;;;;;;;;;;;
startup_pop_growth_small_desc;Small Pop Buff;;;;;;;;;;;;;
startup_pop_growth_big;Big Pop Buff;;;;;;;;;;;;;
startup_pop_growth_big_desc;Chad Pop Buff;;;;;;;;;;;;;
startup_edf_small;Small Education Buff;;;;;;;;;;;;;
startup_edf_small_desc;Small Education Buff;;;;;;;;;;;;;
startup_edf_big;Big Education Buff;;;;;;;;;;;;;
startup_edf_big_desc;Chad Education Buff;;;;;;;;;;;;;
startup_aor_small;Small Army Buff;;;;;;;;;;;;;
startup_aor_small_desc;Small Army Buff;;;;;;;;;;;;;
startup_aor_big;Big Army Buff;;;;;;;;;;;;;
startup_aor_big_desc;Chad Army Buff;;;;;;;;;;;;;
create_amz_title;Create Amazonas;;;;;;;;;;;;;
create_amz_desc;During the Cabanagem, lower areas of Grão-Pará centered around Belém revolted against our rule, while the upper areas centered in Manaus remained loyal. We should reward the inhabitants of this frontier region with a state of their own for their reliability in our hour of need.;;;;;;;;;;;;;
ostpreussen_rename_title;Rename Ostpreußen;;;;;;;;;;;;;
ostpreussen_rename_desc;Ostpreußen is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_aegean_title;Rename the Aegean Islands;;;;;;;;;;;;;
rename_aegean_desc;The Aegean Islands are rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_athens_title;Rename Central Greece;;;;;;;;;;;;;
rename_athens_desc;Central Greece is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_peloponnes_title;Rename the Peloponnese;;;;;;;;;;;;;
rename_peloponnes_desc;The Peloponnese is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_thessaly_title;Rename Thessaly;;;;;;;;;;;;;
rename_thessaly_desc;Thessaly is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_montenegro_title;Rename Montenegro;;;;;;;;;;;;;
rename_montenegro_desc;Montenegro is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_serbia_title;Rename North Serbia;;;;;;;;;;;;;
rename_serbia_desc;South Serbia is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
EVTNAME91179;The Normanton Incident;;;;;;;;;;;;;
EVT91179OPTA;We'd best tread lightly and staty on Britain's good side.;;;;;;;;;;;;;
EVT91179OPTB;Britain will not get away with this.;;;;;;;;;;;;;
EVT91179OPTC;We should request an end to Britons' extraterritoriality.;;;;;;;;;;;;;
EVTNAME91180;Japan Opens Diplomacy over Normanton Incident;;;;;;;;;;;;;
EVT91180OPTA;Smart choice!;;;;;;;;;;;;;
EVTNAME91181;Japan Reacts Belligerently to the Normanton Incident;;;;;;;;;;;;;
EVT91181OPTA;They are welcome to try.;;;;;;;;;;;;;
EVTNAME91182;Japan Petitions for End to Extraterritoriality;;;;;;;;;;;;;
EVT91182OPTA;This was a tragedy. We will grant Japan their wish.;;;;;;;;;;;;;
EVT91182OPTB;One does not simply ask Britain to respect their sovereignty.;;;;;;;;;;;;;
EVTNAME91183;Britain Cancels Extraterritoriality!;;;;;;;;;;;;;
EVT91183OPTA;Nippon banzai!;;;;;;;;;;;;;
EVTNAME91184;Britain Upholds Extraterritoriality;;;;;;;;;;;;;
EVT91184OPTA;What a bunch of cheating scoundrels.;;;;;;;;;;;;;
nagasaki_naval_center_title;The Nagasaki Naval Training Center;;;;;;;;;;;;;
nagasaki_naval_center_desc;The Nagasaki Naval Training Center was a naval school founded by the Tokugawa Shogunate. It employed Dutch admirals as teachers, who overcame the language barrier with their students to educate them in naval doctrine. The school played a significant role in modernizing the Japanese navy after the Shogunate was repeatedly victimized by European gunboat diplomacy. In 1859, the school was moved to Edo.;;;;;;;;;;;;;
troll_pauil_title;The collapse of Bara;;;;;;;;;;;;;
troll_pauil_desc;Our southern neighbor, the Kingdom of Bara has expectedly fallen into turmoil: Years of mismanagement by the royal court and decline in power have led to several claimants to the throne vying for power. We must strike while the iron is hot and end the puny Kingdom once and for all!;;;;;;;;;;;;;
form_hungary_romania_romania_title;The $YEAR$ Unification of Hungary & Romania;;;;;;;;;;;;;
form_hungary_romania_romania_desc;The peoples of Hungary and Romania have more in common than many think. Both have been divided between larger powers or smaller principalities for centuries and strive to unify. Both have claims in Transylvania that could erupt into conflict against one another. Why should we fight each other if we are stronger together?;;;;;;;;;;;;;
form_hungary_romania_hungary_title;The $YEAR$ Unification of Hungary & Romania;;;;;;;;;;;;;
form_hungary_romania_hungary_desc;The peoples of Hungary and Romania have more in common than many think. Both have been divided between larger powers or smaller principalities for centuries and strive to unify. Both have claims in Transylvania that could erupt into conflict against one another. Why should we fight each other if we are stronger together?;;;;;;;;;;;;;
badische_soda_anilin_fabrik_title;The BASF;;;;;;;;;;;;;
badische_soda_anilin_fabrik_desc;Friedrich Engelhorn, an investor in the state of Baden has proposed founding the 'Badische Anilin- und Soda Fabrik', a factory to produce synthetic dyes and chemicals using cutting-edge technology to fill the growing market. Engelhorn, himself a Mannheim native, set up a gasworks and street lighting for the town council in 1861 to modernize the city. This factory would complete its rejuvenation and ensure employment for thousands of workers for years to come.;;;;;;;;;;;;;
rheinbegradigt;Rhine straightened;;;;;;;;;;;;;
rheinbegradigt_desc;This portion of the Rhine has been straightened so as to make river travel more efficient.;;;;;;;;;;;;;
rheinbegradigung_title;Rheinbegradigung;;;;;;;;;;;;;
rheinbegradigung_desc;The Rhine around Mannheim currently flows through a series of meanders, causing significant slowdowns to ships transporting goods and people along the mighty river. Engineers have proposed that we widen the riverbed by digging a canal around peninsuli that obstruct the river's path. This would greatly increase ship traffic and make the river flow faster, decreasing the local insect population.;;;;;;;;;;;;;
urgell_channels_construction;Urgell Channel Construction;;;;;;;;;;;;;
urgell_channels_construction_desc;Works are underway for completing the canal system in the Catalan region of Urgell.;;;;;;;;;;;;;
cause_ottoman_revolt_title;Sponsor Vukalovic's Uprising;;;;;;;;;;;;;
cause_ottoman_revolt_desc;Tensions in neighboring Ottoman Herzegovina have recently been running high. There has even been talk among local chiefs of launching a revolt. The situation is a powderkeg so to speak, and we possess the match to make it blow up in the Ottomans' face. Providing the rebels with supplies will make the region erupt into open insurrection and maybe ultimately free the local Slavs from the Ottoman yoke.;;;;;;;;;;;;;
nigeria_borders_title;The Anglo-French Convention of $YEAR$;;;;;;;;;;;;;
nigeria_borders_desc;The proposed convention between Great Britain and France for the delimitation of their respective possessions to the West of the Niger, and of their respective possessions and spheres of influence to the East of that river, would delineate the thus far unclear Franco-British frontier in the African interior. This could avoid conflict with France down the road in border dispute arising from non-defined borders. §RThis will make you lose any land you own in modern Dahomey, Niger, Cameroon and western Chad while France cedes you any land they own in modern Nigeria.§!;;;;;;;;;;;;;
prov_gov_conservative;Provisional Government;;;;;;;;;;;;;
prov_gov_liberal;Provisional Government;;;;;;;;;;;;;
prov_gov_liberal_three;Provisional Government;;;;;;;;;;;;;
prov_gov_liberal_two;Provisional Government;;;;;;;;;;;;;
prov_gov_communist;All-Russian Congress of Soviets;;;;;;;;;;;;;
BOR_reactionary;Ultraroyaliste;;;;;;;;;;;;;
EVTNAME81350;The Passaleão Incident;;;;;;;;;;;;;
EVTNAME81351;Qing Apologizes!;;;;;;;;;;;;;
EVTNAME81352;Qing invades Macau!;;;;;;;;;;;;;
EVTNAME81353;Portugal refuses Apology!;;;;;;;;;;;;;
VNR_parliamentary_republic;Los Legalistas;;;;;;;;;;;;;
build_the_kharkov_nikolaev_railway_title;Build the Kharkov-Nikolaev railway;;;;;;;;;;;;;
build_the_kharkov_nikolaev_railway_desc;Private investors have shown interest in constructing a railway between Kharkov and Nikolaev. Together with treasury funds from the Treasury since 1881, planners predict we could finish the railway in less than three years. It would link the southern economic corridor running from Kharkov through to Nikolaev and greatly benefit transport and travel in the region.;;;;;;;;;;;;;
darfur_war_title;The Darfur Expedition;;;;;;;;;;;;;
darfur_war_desc;The Sultanate of Darfur is one of the kingdoms that stretches across the center of Africa, though its exact boundaries and who has "overlordship" over its frontier districts has been under dispute for some time. Affairs have deteriorated to such an extent that a small unit of our Camel Corps was dispatched to protect trade at Nahud, and at the same time act as a warning to the Sultan. He instead countered the deployment of the Camel Corps detachment by moving his own troops-forty cavalry and ninety infantry-to reinforce Jebel el Hella. This is a clear sign that he is preparing for an invasion of Sudan. We must strike preemptively before he catches us by surprise!;;;;;;;;;;;;;
Claim_CUB_title;Liberate Cuba;;;;;;;;;;;;;
Claim_CUB_desc;§RGain 3 infamy§! For too long has Cuba been under the colonial jackboot. Already in 1823, the secret organization of the Suns and Rays of Bolívar plotted to overthrow the Spanish colonial government and join the island of Cuba to Gran Colombia. Unfortunately, the Spanish discovered the plan and arrested the conspirators. With our present military might, we can finally free Cuba and integrate it into the lands of Gran Colombia.;;;;;;;;;;;;;
Claim_DR_title;Restore the Republic of Spanish Haiti;;;;;;;;;;;;;
Claim_DR_desc;§RGain 3 infamy§! The Dominican Republic was once a sister republic of Gran Colombia, planning to join the union. However, when it was but less than a year old, Haiti occupied it and foiled all attempts of its integration. Now that Gran Colombia is once again strong and capable, we can use our might to reverse this turn of fate and bring the Republic of Spanish Haiti back to its rightful position as a part of Bolívar's dream.;;;;;;;;;;;;;
beagle_voyage_title;The Second Voyage of the Beagle;;;;;;;;;;;;;
beagle_voyage_desc;The HMS Beagle's first survey voyage under depressed captain Pringle Stokes was ill-fated as the morose captain soon committed suicide. Graduate Charles Darwin has made a name for himself in geology and fossil collection. Captain Robert FitzRoy suggests we launch a second expedition with Darwin on board to both survey the Pacific and southern oceans and make scientific observations on those remote regions of the Earth.;;;;;;;;;;;;;
gov_legit_in_question;Government Legitimacy in Question;;;;;;;;;;;;;
gov_legit_in_question_desc;Our government needs time to gain internal and international recognition before it can begin operating normally.;;;;;;;;;;;;;
chilean_const_1833_title;The Chilean Constitution of $YEAR$;;;;;;;;;;;;;
chilean_const_1833_desc;Now that the liberals have been firmly defeated and Freire is in exile in Tahiti, we have a free hand to enact a strong constitution to ensure the stability of our country. The proposals include outlawing the practice of any religion other than Catholicism, anchoring unitarianism in the constitution and the setting 5-year terms for presidents with the possibility of one reelection.;;;;;;;;;;;;;
mess_with_sintang_title;Install 'Abdu'l Said ibni al-Marhum;;;;;;;;;;;;;
mess_with_sintang_desc;§RGain 1 infamy§! Sultan Muhammad Jamal ud-din of Sintang has grown weak to our influence but is still determined to resist our rule of his chunk of the island of Borneo. His power-hungry son, 'Abdu'l Said ibni al-Marhum, is much more cooperative and has long saught to gain the throne of Sintang. If we deposed Muhammad Jamal ud-din in favor of his son, we could both capture the sultanate and install a grateful, legitimate heir as ruler.;;;;;;;;;;;;;
ALBANIANREVOLTVLORA;\n\nThe Albanians have been periodically revolting since the 1833 Shkodër uprising in protest of new taxes and centralization measures. Using their expert knowledge of the mountainous terrain, the rebels can appear out of nowhere to ambush our troops only to seemingly vanish into thin air. A new revolt has begun in the Vlora region lead by the experienced revolutionary Tafil Buzi, demanding the end of taxation of Albanians and the reapplication of previously granted privileges among the Balkan people. If we agree to these demands, we can avoid fighting the rabble, but it will greatly damage the administration and embolden rebels throughout the rest of the Balkans.;;;;;;;;;;;;;
NORTHALBREVOLT;\n\nAfter witnessing the denial of reforms and the brutal repression of the revolt in the South of Albania in 1836, the Albanians of the North have taken up arms. This revolt is far more extensive despite being unorganized, with separate uprisings independent of one another taking place in Mat, Myzeqe, Kosovo and Dibër. The pressure to agree to their demands is ever mounting, but once again we must consider that bending to the Albanians would motivate rebel movements all over the Balkans and make us seem weak.;;;;;;;;;;;;;
autonomy_conceded;Autonomy conceded;;;;;;;;;;;;;
viceroyalty_independence_title;We are free!;;;;;;;;;;;;;
viceroyalty_independence_desc;Spain's influence over our nation has now ended. The time has come to end the rule of the neocolonial class and return our land to our people.;;;;;;;;;;;;;
return_cores_viceroyalties_title;Return lands of Viceroyalties;;;;;;;;;;;;;
return_cores_viceroyalties_desc;Some of the land we currently control rightfully belongs to our new world dependencies. We should therefore hand over administration of said lands to our vassals.;;;;;;;;;;;;;
THIRD_SEMINOLE_WAR;\n\nIn the southern portions of Florida, a land previously thought inhospitable, the number of American settlers has been steadily increasing. Skirmishes with the Seminole peoples over this perceived encroachment beginning in late 1855 once again devolved into an open conflict. Hostile bands of Seminoles, have proved more than capable of ambushing militia alike. The conflict has largely disrupted the civil activities of South Florida, even requiring suspension of postal services. Finally, a delegation from the newly established Seminole reservation in the Indian Territory of Oklahoma arrived and was allowed through our lines. They successfully negotiated the removal west of the majority of remaining warriors in exchange for cash payments and safe travel. Only a few families opted to remain, retreating deep into the everglades, thus bringing this third and last Seminole war to a close.;;;;;;;;;;;;;
polders;Polders;;;;;;;;;;;;;
haarlemmermeer_title;The Haarlemmermeer Polder;;;;;;;;;;;;;
haarlemmermeer_desc;The Haarlemmermeer, a lake around 150 square kilometers in size, has been expanding yearly. It is often dangerous to shipping, famously causing Frederick V's untimely demise. For decades, various advisors have proposed draining this lake to make way for new farmland, however only with the recently acquired technology of steam turbines has this project actually become feasible.;;;;;;;;;;;;;
prince_edward_islands_title;The Prince Edward Islands;;;;;;;;;;;;;
prince_edward_islands_desc;Marion Island and Prince Edward Island, located 1,769km Southeast of Port Elizabeth, have an area of 335 square kilometers and are home to thousands of seals. Taking control of these uninhabited islands for $COUNTRYNAME$ would be insignificant, however there are no downsides and it lets us officially claim the rights to sealing, fishing and whaling in the area. Plus, why wouldn't we want another rock in the ocean with a $COUNTRY_ADJ$ flag on it?;;;;;;;;;;;;;
invade_san_juan_title;Invade San Juan del Norte;;;;;;;;;;;;;
invade_san_juan_desc;San Juan del Norte, Nicaragua's only Caribbean port, has long been disputed between our protectorate of the Mosquito Coast and Nicaragua. In 1841, Captain Alexander MacDonald sent an ultimatum to the Nicaraguan government to evacuate the town and kidnapped its mayor, abandoning him on a remote beach. Though he was forced to end this endeavor, it shows the vulnerability of the port. Nicaragua protested our official protectorate over the Mosquito Coast, sending troops to San Juan del Norte as a provocation. Miskito King George Augustus issued an ultimatum for the troops to be evacuated. Nicaragua has refused, asking the United States for help but getting no response due to their current involvement in a war with Mexico. Patrick Walker, our consul-general to the Miskitos suggests we strike while the iron is hot and invade the town immediately.;;;;;;;;;;;;;
greytown_shelled;Shelled to the ground;;;;;;;;;;;;;
zastava_arms_title;Zastava Arms;;;;;;;;;;;;;
zastava_arms_desc;Our country lacks the ability to produce its own artillery, effectively making us depend on a major power to supply our armies. Therefore, we should establish a cannon foundry to manufacture guns for our armed forces. Investors in Kragujevac propose constructing it locally to decrease unemployment.;;;;;;;;;;;;;
aborigine;Aboriginal;;;;;;;;;;;;;
bouvet_island_title;Annex Bouvet Island;;;;;;;;;;;;;
bouvet_island_desc;Bouvet Island in the South Atlantic is the most remote island in the world. While it lacks a natural harbor and is covered in ice and snow, it has hundreds of thousands of seals that could be hunted for profit. We should seize it before a different power does, as unclaimed lands are few and far between in this day and age.;;;;;;;;;;;;;
polo_bustamante_title;The Polo-Bustamante Treaty;;;;;;;;;;;;;
polo_bustamante_desc;The long-standing dispute between Peru and Bolivia over our border in the Amazon has at many times lead to conflict and derision between our two nations. Perhaps now is the time to put an end to this strife and define our frontiers once and for all.;;;;;;;;;;;;;
the_peseta;The Peseta;;;;;;;;;;;;;
the_peseta_desc;Our new currency has revitalized the economy.;;;;;;;;;;;;;
nitro_express;The Nitro Express Line;;;;;;;;;;;;;
nitro_express_desc;The unveiling of the .450 Nitro Express by John Rigby & Company in 1898 heralds the beginning of the modern big game cartridge. Created from loading the already popular .450 Black Powder Express with cordite, the .450 NE is a fast and accurate cartridge capable of taking all African and Indian dangerous game. The term "Express" was coined by James Purdey in 1856, derived from the express train, to publicise the bullet velocity of his double rifles and became common parlance for many rifle cartridges. The addition of the word "Nitro" stems from the propellant used in these cartridges, cordite, which is composed of nitrocellulose and nitroglycerine.;;;;;;;;;;;;;
elephant_gun;The Elephant Gun;;;;;;;;;;;;;
elephant_gun_desc;As Europeans make inroads into Africa, guns are needed to handle the very large game encountered. This is for self-protection, food gathering, and sport. The first guns were the simple muzzle-loading shotgun designs already used for birds and loaded with solid balls of lead for use on large game. Due to their ineffectiveness on the largest game (up to 35 shots for a single elephant), they are developing into larger caliber black powder smoothbores. The projectiles are lead round balls or short conical slugs, sometimes hardened with antimony. These very large and very heavy firearms are the first to be known as the elephant guns, though their use also includes all thick-skinned dangerous game such as rhinoceros, hippopotamus and cape buffalo.;;;;;;;;;;;;;
standard_diving_dress;Standard Diving Dress;;;;;;;;;;;;;
standard_diving_dress_desc;Standard diving dress, also known as hard-hat or copper hat equipment, or heavy gear, is a type of diving suit that has been developed for all relatively deep underwater work that requires more than breath-hold duration, which includes marine salvage, civil engineering, pearl shell diving and other commercial diving work, and similar naval diving applications. It consists of a diving helmet made from copper and brass or bronze, an air hose from a surface-supplied manually operated pump or low pressure breathing air compressor, a waterproofed canvas suit, a diving knife, and weights to counteract buoyancy, generally on the chest, back and shoes.;;;;;;;;;;;;;
leskovac_boom_title;Little Manchester;;;;;;;;;;;;;
leskovac_boom_desc;Now that Leskovac is no longer under the Ottoman jackboot, it has begun to prosper. Business development, particularly the textile sector has enabled Leskovac to become the third most important city after Belgrade and Niš. It has been gained the popular nickname of "Little Manchester" in honor of Manchester, England, a powerhouse of textile manufacturing.;;;;;;;;;;;;;
little_manchester;Little Manchester;;;;;;;;;;;;;
little_manchester_desc;Industry in Leskovac is burgeoning, so much so that it has gained the nickname 'Little Manchester', referencing the British textile center of Manchster.;;;;;;;;;;;;;
rename_south_serbia_title;Rename South Serbia;;;;;;;;;;;;;
rename_south_serbia_desc;South Serbia is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_somalia_title;Rename Somalia;;;;;;;;;;;;;
rename_somalia_desc;Somalia is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
anglo_zanzibari_treaty_title;The Anglo-Zanzibari Treaty;;;;;;;;;;;;;
