key;english;;;;;;;;;;;;;
EVTDESC777771531;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771532;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771533;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771534;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771539;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771540;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771541;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771542;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771543;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771544;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771545;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771546;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771547;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771548;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771549;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771550;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771535;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771536;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771537;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771538;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771551;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771552;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771553;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771554;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771555;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771556;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771557;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771558;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771559;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771560;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771561;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771562;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771563;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771564;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771565;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771566;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771567;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771568;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771569;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771570;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771570;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771571;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771572;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771573;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771579;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771580;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771581;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771582;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771700;\n\nThis event sends a event to display dismantlement capital;;;;;;;;;;;;;
EVTDESC566777743;\n\nAI: Renaming Check.;;;;;;;;;;;;;
EVTDESC184900462;\n\nThe $FROMCOUNTRY_ADJ$ have accepted sending an expeditionary force to Abyssinia to pacify the region.;;;;;;;;;;;;;
EVTDESC184900463;\n\nThe $FROMCOUNTRY_ADJ$ have rejected sending an expeditionary force to Abyssinia to pacify the region.;;;;;;;;;;;;;
EVTDESC18482399;\n\nOur current borders in Liberia aren't following the borders demarcated with the rest of the colonial powers. Would we want to change that?;;;;;;;;;;;;;
EVTDESC184823991;\n\nAfter diplomats from both sides made arrangements based on the Berlin Conference, the $FROMCOUNTRY_ADJ$ have decided to claim Tabou and Guiglo.;;;;;;;;;;;;;
EVTDESC184823993;\n\nAfter diplomats from both sides made arrangements based on the Berlin Conference, the $FROMCOUNTRY_ADJ$ have decided to claim Kailahun.;;;;;;;;;;;;;
EVTDESC18482400;\n\nOur current borders in Liberia aren't following the borders demarcated with the rest of the colonial powers. Would we want to change that?;;;;;;;;;;;;;
EVTDESC184824001;\n\nAfter diplomats from both sides made arrangements based on the Berlin Conference, the $FROMCOUNTRY_ADJ$ have decided to claim Nzerekore.;;;;;;;;;;;;;
EVTDESC184824011;\n\nA dispute has continued over the years in Bolama, Guinea, and we have been asked to arbitrate the decision. With this in mind, we shall select who will own them.;;;;;;;;;;;;;
EVTDESC184824016;\n\nThe $FROMCOUNTRY_ADJ$ have refused to settle on the terms of the arbitration and are starting a war over Bolama.;;;;;;;;;;;;;
EVTDESC184824017;\n\nThe $FROMCOUNTRY_ADJ$ have escalated the crisis over Bolama and started a war to 'return their rightful posessions to $FROMCOUNTRY_ADJ$ control.'.;;;;;;;;;;;;;
EVTDESC18482275;\n\nDo you want to annex Tunis?;;;;;;;;;;;;;
EVTDESC184822761;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC184822762;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC18482276;\n\nDo you want to annex Iraq?;;;;;;;;;;;;;
EVTDESC18482277;\n\nDo you want to annex Cyprus?;;;;;;;;;;;;;
EVTDESC18482278;\n\nDo you want to annex Southern Anatolia?;;;;;;;;;;;;;
EVTDESC184822791;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC184822792;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC18482279;\n\nDo you want to annex Central Anatolia?;;;;;;;;;;;;;
EVTDESC18482280;\n\nDo you want to annex Konya?;;;;;;;;;;;;;
EVTDESC18482426;\n\nWe have finally defeated Matamba, forcing them to become our vassal.;;;;;;;;;;;;;
EVTDESC18482427;\n\nWe have finally defeated Kassanje, forcing them to become our vassal.;;;;;;;;;;;;;
EVTDESC18482460;\n\nQu'aiti has seceded from our state, annexing more than 60% of our territory to them.;;;;;;;;;;;;;
EVTDESC18482470;\n\nWe have won against the Khojas and reinstated colonial rule over Xinjiang.;;;;;;;;;;;;;
EVTDESC18482478;\n\nThanks to our newfound sovereignty, we can now become Kurdistan.;;;;;;;;;;;;;
EVTDESC184824781;\n\nThanks to our newfound sovereignty, we can now become Kurdistan.;;;;;;;;;;;;;
EVTDESC184824873;\n\n$FROMCOUNTRY$ lays claim to Togoland and has sent us an ultimatum: cede our part of Togo or face the consequences.;;;;;;;;;;;;;
EVTDESC184824874;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Togo.;;;;;;;;;;;;;
EVTDESC184824875;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Togo, and they have refused.;;;;;;;;;;;;;
EVTDESC184825322;\n\nKaffa has become our vassal after we defeated Ethiopia, but do we really need them as a vassal?;;;;;;;;;;;;;
EVTDESC18482556;\n\nMaking sure you aren't annexed automatically;;;;;;;;;;;;;
EVTDESC18300584;\n\nAll western slavs are an integral part of our new nation and share equal rights.;;;;;;;;;;;;;
EVTDESC2159212;\n\nWe must return Zapadoslavian cores.;;;;;;;;;;;;;
EVTDESC429434;\n\nYou are now allowed to larp.;;;;;;;;;;;;;
EVTDESC4347467;\n\nAll Romanic languages are an integral part of our new nation and share equal rights.;;;;;;;;;;;;;
EVTDESC837592;\n\nAll South Americans are an integral part of our new nation and share equal rights.;;;;;;;;;;;;;
EVTDESC8374593;\n\nAll Polish peoples are an integral part of our new nation and share equal rights.;;;;;;;;;;;;;
EVTDESC3753854;\n\nAll Polynesians are an integral part of our new nation and share equal rights.;;;;;;;;;;;;;
EVTDESC950043;\n\nYou are Celtic now.;;;;;;;;;;;;;
THANKSTUMALTA;\n\nThanks for playing the Knights of Malta!;;;;;;;;;;;;;
EVTDESC4206976;\n\n$FROMCOUNTRY$ has called for a union of all hispanic american nations, but it is clear their current government would be ruling above all, even in a federation. An interesting idea indeed, but it threatens our sovereignity directly.;;;;;;;;;;;;;
EVTDESC4206971;\n\nWith the union done, it's time to decide on a new capital.;;;;;;;;;;;;;
EVTDESC96058;\n\nRussia has entirely defeated us, leaving no choice but to accept their catastrophic terms.;;;;;;;;;;;;;
EVTDESC23456434;\n\nTo change your tag more efficiently in MC click OK.;;;;;;;;;;;;;
EVTDESC123615;\n\nWe must return the Celtic Union's cores.;;;;;;;;;;;;;
EVTDESC8395763;\n\nYou have launched with Shattered World and Fantasy Nations at the same time despite them being incompatible. All FN content is included in SW, so just launch SW.;;;;;;;;;;;;;
DUMBCAPITALCHANGEDESC;\n\nWhich from the following should be our capital?;;;;;;;;;;;;;
DELTOCCULTURES;\n\nNow that we have proclaimed a nation of Celts, what group shall lead the union?;;;;;;;;;;;;;
WHITEFLEETUSA;\n\nThe USA have sent a grand, white-painted fleet on a world tour as a show of force. They are now arriving in one of our harbors.;;;;;;;;;;;;;
WHITEFLEETUSARETURNS;\n\nAfter its glorious circumnavigation, the White Fleet has returned to its home port in Hampton Roads, Virginia.;;;;;;;;;;;;;
MONTENEGROSUBSIDYLOST;\n\nRussia has refused to subsidy us.;;;;;;;;;;;;;
MONTENEGROSUBSIDYWON;\n\nOur Russian benefactors have agreed to send us generous monetary aid.;;;;;;;;;;;;;
MONTENEGROSUBSIDY;\n\nOur Russian benefactors have agreed to send us monetary aid.;;;;;;;;;;;;;
KANKOMARUSHIP;\n\nKing William III of the Netherlands has sent us a steam-powered barque as a gift, the very first in our navy.;;;;;;;;;;;;;
FLUFFNOENGALLY;\n\nThe UK has denied our alliance request.;;;;;;;;;;;;;
FLUFFEENTENTEREFERENCE;\n\nBritain has agreed to forming an Entente.;;;;;;;;;;;;;
ENTENTEISCOMINGTOTOWN;\n\nSitting our many joint victories and history of amicable relations, France has proposed we form an alliance, the Entente Cordiale.;;;;;;;;;;;;;
MALVINASWASALLFORSHEEP;\n\nNow that we have captured Islas Malvinas, and with the current sheep farming boom in Patagonia, it is time that we also help expand this boom to the islands.;;;;;;;;;;;;;
BOOMHAVESOMEWOOL;\n\nSince making a region a colony will rid it of all modifiers, this is an event to restore the patagonia wool boom. It will only happen once, so be careful.;;;;;;;;;;;;;
EVTDESC8365925;\n\nDue to a change in our geopolitical situation, we have come to accept the Min-speaking peoples as equal members of our society.;;;;;;;;;;;;;
THANKSFORMCTOYOU;\n\nThanks for playing MC!;;;;;;;;;;;;;
INTEGRATEBAALTIC;\n\nThe Baltic provinces have submitted to our integration.;;;;;;;;;;;;;
EVTDESC60168170;\n\nGran Colombia usually refuses to fight for its survival. Would you like Gran Colombia to fight for the restoration of the union or do you prefer them to die out altogether?;;;;;;;;;;;;;
EVTDESC60168171;\n\nThe july revolution of 1830 ends the rule of the Bourbons in France, leading the house of Orléans in taking power in France as a constitutional monarchy, denying France from the Bourbon path. Would you like the Bourbons to keep ruling in France or shall the succumb against the revolutionary ideas of the French people?;;;;;;;;;;;;;
EVTDESC60168172;\n\nThe Flauhaut plan was the French plan of partitioning the new state of Belgium between France, the UK, Prussia and the Netherlands, this plan ended up going nowhere historically and Belgium survived as a nation. Would you like to see Belgium being eaten by the foreign powers?;;;;;;;;;;;;;
